Z,N,BE,bet2,bet4,Rch,Edef,Sn,Sp,Qbet,Mcal,Mexp-Mcal,Jexp,Jth,Pexp,Pth
8,8,125.632422,0.0,0.0,2.76,0.0,999.99,999.99,999.99,-2.75,-1.98,0.0,0.0,1,1
8,9,129.68374,0.0,0.0,2.753,0.0,4.05,999.99,-2.94,1.27,-2.08,2.5,2.5,1,1
8,10,138.095058,0.0,0.0,2.754,0.0,8.41,999.99,-1.44,0.93,-1.71,0.0,0.0,1,1
8,11,141.946376,0.0,0.0,2.752,0.0,3.85,999.99,4.27,5.15,-1.82,2.5,0.5,1,1
8,12,151.927694,0.07,0.0,2.757,2.96,9.99,999.99,4.15,3.24,0.56,0.0,0.0,1,1
8,13,154.159011,0.13,0.0,2.758,2.46,2.23,999.99,11.93,9.08,-1.02,99.9,2.5,9,1
8,14,161.930329,0.2,0.03,2.782,4.1,7.78,999.99,7.57,9.38,-0.09,0.0,0.0,1,1
8,15,164.521647,0.16,0.02,2.781,3.39,2.59,999.99,13.39,14.86,-0.24,99.9,0.5,9,1
8,16,168.322965,-0.06,0.01,2.776,3.66,3.8,999.99,13.66,19.13,-0.63,0.0,0.0,1,1
8,17,165.934283,-0.1,0.01,2.808,1.96,-2.39,999.99,20.28,29.59,-2.25,1.5,1.5,1,1
8,18,168.755601,-0.07,0.01,2.834,3.72,2.82,999.99,17.34,34.84,-0.11,0.0,0.0,1,1
8,19,164.696919,0.07,0.01,2.865,0.91,-4.05,999.99,24.56,46.97,999.99,99.9,1.5,9,1
8,20,169.048237,-0.05,0.01,2.888,4.77,4.35,999.99,18.44,50.69,999.99,0.0,0.0,1,1
8,21,164.959555,0.11,0.06,2.912,2.34,-4.09,999.99,25.47,62.85,999.99,99.9,1.5,9,-1
8,22,165.680873,0.11,0.06,2.957,3.31,0.72,999.99,22.8,70.2,999.99,0.0,0.0,1,1
8,23,163.45219,0.11,0.03,2.99,2.58,-2.22,999.99,26.9,80.5,999.99,99.9,1.5,9,-1
8,24,163.923508,0.16,0.08,3.039,3.81,0.47,999.99,23.53,88.1,999.99,0.0,0.0,1,1
8,25,164.074826,0.11,0.06,3.077,5.44,0.16,999.99,24.08,96.02,999.99,99.9,0.5,9,-1
8,26,161.666144,-0.18,0.11,3.129,4.01,-2.41,999.99,24.4,106.5,999.99,0.0,0.0,1,1
9,8,125.961407,0.0,0.0,2.852,0.0,999.99,0.33,999.99,4.21,-2.26,2.5,2.5,1,1
9,9,135.872725,0.0,0.0,2.848,0.0,9.91,6.19,-4.95,2.37,-1.5,1.0,5.0,1,1
9,10,145.424043,0.0,0.0,2.845,0.0,9.56,7.33,-3.22,0.89,-2.37,0.5,1.5,1,1
9,11,155.295361,0.17,0.06,2.852,4.74,9.87,13.35,8.23,-0.91,0.89,2.0,2.0,1,1
9,12,165.306678,0.19,0.07,2.858,5.96,10.01,13.37,3.42,-2.85,2.8,2.5,0.5,1,1
9,13,168.717996,0.2,0.06,2.854,5.02,3.41,14.56,10.1,1.81,0.98,3.0,3.0,1,1
9,14,177.129314,0.19,0.06,2.864,5.71,8.42,15.2,6.26,1.47,1.85,99.9,0.5,9,1
9,15,181.200632,0.16,0.05,2.863,5.18,4.07,16.68,12.28,5.47,2.09,99.9,3.0,9,1
9,16,185.43195,0.14,0.03,2.873,4.75,4.23,17.1,12.34,9.31,2.05,2.5,2.5,1,1
9,17,185.303268,0.16,0.03,2.903,4.03,-0.12,19.38,17.63,17.51,1.16,1.0,1.0,1,1
9,18,188.474586,0.15,0.04,2.925,4.86,3.17,19.73,15.96,22.41,2.22,2.5,2.5,1,1
9,19,186.705904,0.12,0.03,2.948,3.18,-1.77,22.0,21.41,32.25,0.67,99.9,1.0,9,1
9,20,189.647222,-0.11,0.02,2.966,4.53,2.94,20.6,18.51,37.38,999.99,2.5,2.5,1,1
9,21,187.68854,0.16,0.13,2.982,4.51,-1.95,22.73,25.3,47.41,999.99,99.9,1.0,9,-1
9,22,189.579857,0.19,0.11,3.012,5.38,1.88,23.9,20.96,53.59,999.99,99.9,0.5,9,1
9,23,186.671175,0.28,0.17,3.044,3.82,-2.91,23.21,26.85,64.57,999.99,99.9,2.0,9,-1
9,24,187.372493,0.3,0.17,3.078,4.78,0.71,23.45,24.36,71.94,999.99,99.9,0.5,9,1
9,25,185.283811,0.3,0.12,3.106,4.03,-2.09,21.2,28.36,82.1,999.99,99.9,0.0,9,-1
9,26,185.155129,0.31,0.13,3.143,4.44,-0.13,23.49,25.95,90.3,999.99,99.9,0.5,9,1
9,27,183.706447,0.29,0.11,3.179,4.11,-1.45,999.99,28.72,99.82,999.99,99.9,3.0,9,-1
9,28,182.557765,-0.28,0.16,3.208,3.85,-1.15,999.99,27.77,109.04,999.99,99.9,2.5,9,1
9,29,179.389083,-0.27,0.13,3.221,3.0,-3.17,999.99,31.97,120.28,999.99,99.9,4.0,9,-1
10,8,130.140392,0.0,0.0,2.99,0.0,999.99,4.18,999.99,7.32,-2.0,0.0,0.0,1,1
10,9,141.42171,0.0,0.0,2.955,0.0,11.28,5.55,-8.27,4.11,-2.36,0.5,1.5,1,1
10,10,162.743027,0.21,0.04,2.965,6.16,21.32,17.32,-15.23,-9.14,2.1,0.0,0.0,1,1
10,11,167.944345,-0.2,0.06,2.947,5.29,5.2,12.64,-3.67,-6.27,0.53,1.5,1.5,1,1
10,12,178.035663,0.25,0.06,2.961,5.5,10.1,12.73,-3.48,-8.29,0.26,0.0,0.0,1,1
10,13,182.606981,0.26,0.05,2.952,4.32,4.58,13.89,4.18,-4.79,-0.36,2.5,2.5,1,1
10,14,192.698299,0.24,0.05,2.951,5.22,10.09,15.57,0.71,-6.81,0.86,0.0,0.0,1,1
10,15,196.979617,0.14,0.02,2.939,3.69,4.29,15.78,6.14,-3.02,0.96,1.5,0.5,1,1
10,16,202.160935,-0.09,0.01,2.947,3.12,5.17,16.73,6.99,-0.13,0.6,0.0,0.0,1,1
10,17,203.652253,0.15,0.01,2.978,2.78,1.5,18.35,11.7,6.45,0.59,1.5,1.5,1,1
10,18,207.333571,0.11,0.01,2.999,2.84,3.68,18.85,11.36,10.84,0.45,0.0,0.0,1,1
10,19,207.374889,0.31,0.2,3.042,1.94,0.04,20.67,16.05,18.87,-0.47,1.5,0.5,1,-1
10,20,212.216206,-0.08,0.0,3.032,4.01,4.84,22.57,12.51,22.1,0.94,0.0,0.0,1,1
10,21,209.757524,0.31,0.18,3.072,3.52,-2.46,22.06,19.82,32.63,-1.81,99.9,0.5,9,-1
10,22,212.728842,0.23,0.11,3.074,3.91,2.98,23.16,17.26,37.73,999.99,0.0,0.0,1,1
10,23,210.95016,0.41,0.26,3.127,3.38,-1.78,24.29,22.51,47.58,999.99,99.9,1.5,9,-1
10,24,212.851478,0.27,0.12,3.107,4.43,1.9,25.48,20.92,53.75,999.99,0.0,0.0,1,1
10,25,210.322796,0.28,0.08,3.121,3.79,-2.53,25.04,26.05,64.35,999.99,99.9,2.5,9,-1
10,26,211.644114,0.23,0.04,3.131,4.08,1.32,26.49,24.03,71.1,999.99,0.0,0.0,1,1
10,27,209.545432,0.25,0.04,3.15,3.89,-2.11,25.84,27.72,81.27,999.99,99.9,0.5,9,-1
10,28,210.56675,0.24,0.02,3.172,4.08,1.03,28.01,25.38,88.32,999.99,0.0,0.0,1,1
10,29,206.858068,-0.29,0.14,3.199,2.36,-3.71,27.47,29.84,100.1,999.99,99.9,1.5,9,-1
10,30,208.409385,-0.27,0.1,3.224,3.26,1.56,999.99,26.55,106.62,999.99,0.0,0.0,1,1
10,31,205.230703,-0.27,0.1,3.248,2.29,-3.18,999.99,30.26,117.87,999.99,99.9,0.5,9,-1
10,32,206.972021,0.19,0.07,3.261,3.53,1.74,999.99,26.55,124.2,999.99,0.0,0.0,1,1
11,8,132.369377,-0.1,0.02,3.027,3.13,999.99,2.23,999.99,12.38,0.55,99.9,2.5,9,1
11,9,146.730694,0.16,0.05,3.02,4.88,14.36,5.31,-10.67,6.09,0.76,2.0,2.0,1,1
11,10,163.482012,-0.22,0.07,3.007,5.39,16.76,0.74,-11.41,-2.59,0.41,1.5,1.5,1,1
11,11,173.77333,0.47,0.2,3.038,4.39,10.29,5.83,-4.62,-4.81,-0.37,3.0,3.0,1,1
11,12,186.014648,-0.24,0.07,3.017,5.5,12.24,7.98,-4.3,-8.98,-0.55,1.5,1.5,1,1
11,13,192.625966,0.49,0.18,3.071,5.35,6.61,10.01,6.77,-7.52,-0.9,4.0,4.0,1,1
11,14,202.337284,-0.26,0.07,3.015,4.34,9.71,9.64,3.56,-9.16,-0.2,2.5,1.5,1,1
11,15,208.368602,-0.19,0.03,3.006,3.22,6.03,11.38,8.76,-7.12,0.25,3.0,2.0,1,1
11,16,214.56992,-0.12,0.01,3.008,2.5,6.21,12.41,9.85,-5.25,-0.27,2.5,2.5,1,1
11,17,217.921238,0.21,0.01,3.041,2.62,3.35,14.26,15.18,-0.53,-0.46,1.0,1.0,1,1
11,18,222.642556,-0.14,0.01,3.051,2.37,4.72,15.31,13.35,2.82,-0.14,1.5,1.5,1,1
11,19,223.933873,-0.11,0.0,3.075,1.47,1.3,16.56,18.96,9.6,-1.12,2.0,1.0,1,1
11,20,228.795191,0.45,0.25,3.147,2.34,4.86,16.58,15.25,12.81,-0.55,1.5,1.5,1,1
11,21,229.216509,0.53,0.32,3.184,3.17,0.42,19.46,21.16,20.46,-1.65,99.9,3.0,9,-1
11,22,232.677827,0.49,0.27,3.186,3.45,3.46,19.94,19.37,25.07,999.99,99.9,1.5,9,1
11,23,232.989145,0.46,0.23,3.186,4.61,0.32,22.04,23.53,32.83,999.99,99.9,3.0,9,-1
11,24,235.590463,0.42,0.2,3.192,5.01,2.6,22.74,21.08,38.3,999.99,99.9,1.5,9,1
11,25,234.901781,0.41,0.16,3.205,5.42,-0.7,24.57,25.75,47.06,999.99,99.9,4.0,9,-1
11,26,236.483099,0.42,0.13,3.216,5.25,1.59,24.84,23.96,53.55,999.99,99.9,1.5,9,1
11,27,235.174417,0.35,0.06,3.201,5.24,-1.31,25.63,28.06,62.93,999.99,99.9,2.0,9,-1
11,28,235.915735,0.44,0.11,3.249,4.39,0.75,25.35,26.72,70.26,999.99,99.9,1.5,9,1
11,29,234.177052,0.37,0.07,3.242,3.39,-1.74,27.32,29.81,80.07,999.99,99.9,5.0,9,-1
11,30,234.70837,0.38,0.1,3.256,3.25,0.52,26.29,27.73,87.61,999.99,99.9,1.5,9,1
11,31,232.729688,-0.25,0.06,3.23,2.35,-1.97,27.5,31.67,97.66,999.99,99.9,2.0,9,-1
11,32,233.001006,-0.23,0.03,3.241,2.09,0.27,26.03,29.78,105.46,999.99,99.9,1.5,9,1
11,33,231.192324,-0.09,-0.01,3.223,1.06,-1.81,999.99,32.48,115.34,999.99,99.9,2.0,9,-1
12,8,135.268361,0.08,0.01,3.109,4.16,999.99,2.9,999.99,16.77,0.79,0.0,0.0,1,1
12,9,151.289679,0.15,0.06,3.094,5.83,16.02,4.56,-19.3,8.82,2.1,99.9,2.5,9,1
12,10,168.370997,0.23,0.06,3.096,5.51,17.08,4.88,-17.76,-0.19,-0.21,0.0,0.0,1,1
12,11,180.932315,-0.24,0.07,3.07,5.2,12.56,7.16,-12.65,-4.68,-0.8,1.5,1.5,1,1
12,12,198.603633,-0.25,0.07,3.067,7.0,17.68,12.59,-15.47,-14.28,0.35,0.0,0.0,1,1
12,13,205.114951,0.38,0.09,3.092,5.63,6.51,12.49,-4.72,-12.72,-0.47,2.5,2.5,1,1
12,14,216.346269,-0.27,0.08,3.087,5.32,11.23,14.0,-3.71,-15.88,-0.34,0.0,0.0,1,1
12,15,223.637587,-0.21,0.04,3.072,4.33,7.3,15.28,2.15,-15.1,0.52,0.5,0.5,1,1
12,16,232.318905,-0.2,0.03,3.081,5.0,8.68,17.75,1.17,-15.71,0.69,0.0,0.0,1,1
12,17,235.200222,0.2,0.0,3.098,3.35,2.89,17.29,7.07,-10.52,-0.08,1.5,0.5,1,1
12,18,242.12154,0.18,0.01,3.111,4.0,6.91,19.48,5.55,-9.37,0.48,0.0,0.0,1,1
12,19,243.262858,-0.11,0.0,3.127,1.78,1.15,19.33,12.18,-2.44,-0.68,99.9,0.5,9,-1
12,20,249.584176,-0.08,0.0,3.136,2.92,6.32,20.79,9.68,-0.69,-0.14,0.0,0.0,1,1
12,21,251.265494,0.3,0.12,3.179,3.96,1.68,22.05,14.63,5.7,-0.74,99.9,1.5,9,1
12,22,255.736812,0.24,0.08,3.178,4.25,4.47,23.06,12.67,9.3,-0.98,0.0,0.0,1,1
12,23,255.88813,0.38,0.19,3.221,4.29,0.15,22.89,18.09,17.22,-1.58,3.5,1.5,-1,1
12,24,259.859448,0.31,0.12,3.207,5.18,3.97,24.27,15.77,21.32,-0.94,0.0,0.0,1,1
12,25,259.660766,0.4,0.13,3.251,5.25,-0.2,24.77,21.06,29.59,999.99,3.5,2.5,-1,-1
12,26,262.442084,0.35,0.07,3.239,5.47,2.78,25.96,19.1,34.88,999.99,0.0,0.0,1,1
12,27,261.853401,0.38,0.05,3.259,5.55,-0.6,26.68,23.55,43.54,999.99,99.9,0.5,9,-1
12,28,263.214719,0.36,0.02,3.262,4.58,1.36,27.29,22.13,50.25,999.99,0.0,0.0,1,1
12,29,261.656037,0.26,0.0,3.241,3.18,-1.56,27.47,26.25,59.88,999.99,99.9,3.5,9,-1
12,30,263.627355,-0.29,0.11,3.277,3.82,1.97,28.92,24.37,65.98,999.99,0.0,0.0,1,1
12,31,261.998673,-0.26,0.06,3.275,2.65,-1.63,29.26,27.99,75.68,999.99,99.9,0.5,9,-1
12,32,262.889991,-0.24,0.05,3.276,2.6,0.89,29.89,26.14,82.86,999.99,0.0,0.0,1,1
12,33,261.071309,-0.08,0.0,3.264,1.13,-1.82,29.88,29.09,92.75,999.99,99.9,0.5,9,-1
12,34,262.172627,-0.09,0.01,3.278,2.3,1.1,999.99,26.86,99.72,999.99,0.0,0.0,1,1
13,8,131.207346,0.15,0.02,3.159,2.73,999.99,-4.07,999.99,28.12,999.99,0.5,2.5,1,1
13,9,149.828664,0.22,0.06,3.15,5.49,18.62,-1.47,-16.47,17.57,999.99,3.0,3.0,1,1
13,10,167.499982,0.26,0.06,3.141,4.49,17.67,-0.87,-14.63,7.97,-1.22,1.5,2.5,1,1
13,11,182.3513,0.48,0.15,3.176,5.6,14.86,1.43,-10.04,1.19,-1.23,4.0,4.0,1,1
13,12,199.612618,0.37,0.08,3.136,5.61,17.26,1.0,-12.66,-8.0,-0.92,2.5,2.5,1,1
13,13,211.843936,0.33,0.06,3.116,5.56,12.24,6.73,-5.78,-12.16,-0.05,5.0,5.0,1,1
13,14,225.005254,-0.33,0.12,3.133,5.71,13.16,8.66,-4.93,-17.25,0.05,2.5,1.5,1,1
13,15,232.706571,-0.26,0.06,3.119,4.41,7.71,9.07,4.08,-16.88,0.03,3.0,1.0,1,1
13,16,241.487889,-0.24,0.04,3.127,4.04,8.78,9.17,4.58,-17.59,-0.61,2.5,0.5,1,1
13,17,246.889207,0.21,0.01,3.132,3.52,5.4,11.68,8.99,-14.92,-0.95,3.0,2.0,1,1
13,18,254.660525,-0.2,0.01,3.152,3.6,7.78,12.54,6.98,-14.62,-0.33,99.9,0.5,9,1
13,19,258.481843,0.14,0.0,3.16,2.75,3.82,15.22,13.06,-10.37,-0.73,1.0,1.0,1,1
13,20,265.113161,0.18,0.02,3.18,2.89,6.63,15.53,10.4,-8.93,0.46,99.9,2.5,9,1
13,21,267.624479,0.28,0.11,3.21,3.57,2.51,16.35,16.88,-3.37,0.3,99.9,3.0,9,-1
13,22,273.195797,0.3,0.12,3.223,3.87,5.58,17.46,13.22,-0.87,0.65,99.9,2.5,9,1
13,23,274.847115,0.33,0.15,3.24,4.3,1.65,18.96,18.72,5.55,0.4,99.9,4.0,9,1
13,24,279.938433,0.34,0.12,3.256,5.24,5.09,20.07,15.1,8.53,1.28,99.9,2.5,9,1
13,25,280.75975,0.34,0.1,3.265,5.33,0.82,21.09,20.7,15.78,0.43,99.9,5.0,9,-1
13,26,284.611068,0.34,0.07,3.274,5.69,3.86,22.17,17.43,20.0,999.99,1.5,2.5,1,1
13,27,284.562386,0.32,0.02,3.28,5.49,-0.05,22.71,23.62,28.12,999.99,99.9,3.0,9,-1
13,28,287.123704,-0.33,0.17,3.309,4.86,2.56,23.91,21.45,33.63,999.99,99.9,0.5,9,1
13,29,287.215022,-0.3,0.11,3.306,4.45,0.09,25.56,25.83,41.61,999.99,99.9,2.0,9,-1
13,30,289.20634,-0.29,0.09,3.31,4.44,1.99,25.58,24.55,47.69,999.99,99.9,0.5,9,1
13,31,288.247658,-0.25,0.04,3.307,3.31,-0.96,26.25,28.01,56.72,999.99,99.9,1.0,9,-1
13,32,289.378976,-0.24,0.03,3.313,3.07,1.13,26.49,26.27,63.66,999.99,99.9,0.5,9,1
13,33,288.250294,0.11,-0.01,3.303,1.9,-1.13,27.18,29.08,72.86,999.99,99.9,2.0,9,-1
13,34,288.271612,0.1,-0.01,3.317,1.68,0.03,26.1,27.94,80.91,999.99,99.9,2.5,9,1
13,35,287.352929,-0.1,0.01,3.361,1.96,-0.92,999.99,29.51,89.9,999.99,99.9,3.0,9,1
14,8,132.566331,0.09,0.03,3.224,4.01,999.99,1.36,999.99,34.05,999.99,0.0,0.0,1,1
14,9,152.077649,0.2,0.07,3.224,5.99,19.51,2.25,-24.0,22.61,999.99,99.9,0.5,9,1
14,10,171.528967,0.24,0.04,3.211,5.19,19.45,4.03,-21.6,11.23,-0.48,0.0,0.0,1,1
14,11,186.160285,-0.27,0.08,3.194,4.46,14.63,3.81,-16.06,4.67,-0.84,2.5,1.5,1,1
14,12,205.281603,0.25,0.05,3.187,5.54,19.12,5.67,-19.46,-6.38,-0.76,0.0,0.0,1,1
14,13,219.292921,-0.34,0.12,3.185,5.65,14.01,7.44,-12.11,-12.32,-0.07,2.5,1.5,1,1
14,14,236.004238,-0.3,0.1,3.171,5.59,16.72,11.0,-13.83,-20.96,-0.53,0.0,0.0,1,1
14,15,245.285556,-0.26,0.07,3.169,4.62,9.28,12.57,-5.28,-22.17,0.27,0.5,0.5,1,1
14,16,255.096874,-0.23,0.04,3.182,4.72,9.81,13.6,-2.46,-23.91,-0.53,0.0,0.0,1,1
14,17,260.858192,-0.2,0.02,3.179,3.52,5.77,13.97,3.23,-21.6,-1.35,1.5,1.5,1,1
14,18,270.75951,0.21,0.02,3.209,4.4,9.9,16.09,0.25,-23.43,-0.65,0.0,0.0,1,1
14,19,274.730828,-0.14,0.01,3.217,2.59,3.97,16.24,6.52,-19.33,-1.19,1.5,1.5,1,1
14,20,283.712146,0.18,0.04,3.231,3.88,8.99,18.6,3.47,-20.24,0.28,0.0,0.0,1,1
14,21,285.633464,0.17,0.07,3.235,2.9,1.92,18.02,10.59,-14.09,-0.27,99.9,1.5,9,1
14,22,292.784782,0.15,0.04,3.242,3.69,7.15,19.59,6.95,-13.17,0.78,0.0,0.0,1,1
14,23,294.2561,-0.21,0.07,3.26,2.95,1.47,19.41,13.34,-6.57,-0.02,3.5,2.5,-1,-1
14,24,300.677417,0.26,0.06,3.285,4.29,6.42,20.74,9.54,-4.92,0.75,0.0,0.0,1,1
14,25,301.258735,0.33,0.09,3.315,3.16,0.58,20.5,16.31,2.57,-0.25,3.5,1.5,-1,-1
14,26,307.400053,-0.29,0.12,3.31,4.85,6.14,22.78,12.25,4.5,0.92,0.0,0.0,1,1
14,27,307.791371,0.25,0.02,3.307,4.28,0.39,23.23,18.39,12.18,-0.06,99.9,0.5,9,-1
14,28,312.272689,-0.33,0.17,3.35,4.72,4.48,25.15,15.8,15.77,999.99,0.0,0.0,1,1
14,29,312.974007,-0.3,0.12,3.345,4.28,0.7,25.75,19.35,23.14,999.99,99.9,1.5,9,-1
14,30,315.475325,-0.29,0.1,3.35,4.2,2.5,26.26,18.31,28.71,999.99,0.0,0.0,1,1
14,31,314.866643,-0.25,0.05,3.342,2.89,-0.61,26.62,22.51,37.39,999.99,99.9,0.5,9,-1
14,32,316.547961,-0.24,0.04,3.351,2.74,1.68,27.16,20.95,43.78,999.99,0.0,0.0,1,1
14,33,315.429279,0.07,0.01,3.327,1.22,-1.11,27.19,24.5,52.97,999.99,99.9,0.5,9,-1
14,34,316.080596,-0.05,0.0,3.342,1.28,0.65,27.81,23.37,60.39,999.99,0.0,0.0,1,1
14,35,315.281914,-0.09,0.02,3.382,2.0,-0.8,27.93,25.56,69.26,999.99,99.9,0.5,9,1
14,36,315.623232,-0.15,0.03,3.434,2.86,0.34,999.99,23.1,76.99,999.99,0.0,0.0,1,1
15,8,127.295316,-0.09,0.02,3.272,2.67,999.99,-5.28,999.99,46.61,999.99,99.9,0.5,9,1
15,9,149.146634,0.16,0.06,3.27,5.37,21.86,-2.93,-20.31,32.83,999.99,99.9,1.0,9,1
15,10,169.317952,0.16,0.02,3.235,3.78,20.17,-2.21,-21.49,20.73,999.99,0.5,0.5,1,1
15,11,185.03927,0.19,0.03,3.231,2.53,15.72,-1.13,-14.51,13.08,999.99,3.0,2.0,1,1
15,12,206.400587,-0.25,0.06,3.233,4.39,21.36,1.12,-20.63,-0.21,-0.51,0.5,0.5,1,1
15,13,221.391905,-0.27,0.06,3.222,4.54,14.99,2.1,-11.73,-7.13,-0.01,3.0,1.0,1,1
15,14,239.223223,-0.29,0.08,3.226,4.48,17.83,3.22,-14.63,-16.89,-0.06,0.5,0.5,1,1
15,15,251.844541,-0.21,0.04,3.217,3.61,12.62,6.56,-8.17,-21.44,1.24,1.0,1.0,1,1
15,16,263.305859,-0.24,0.04,3.239,3.97,11.46,8.21,-5.2,-24.83,0.39,0.5,0.5,1,1
15,17,270.217177,-0.23,0.02,3.252,3.31,6.91,9.36,3.22,-23.67,-0.63,1.0,1.0,1,1
15,18,280.468495,-0.21,0.02,3.26,3.47,10.24,9.71,-0.17,-25.85,-0.49,0.5,0.5,1,1
15,19,286.399813,-0.15,0.01,3.258,2.59,5.93,11.67,5.67,-23.71,-0.84,1.0,1.0,1,1
15,20,295.441131,-0.17,0.02,3.274,2.83,9.04,11.73,3.29,-24.68,-0.18,0.5,0.5,1,1
15,21,298.952449,-0.09,0.02,3.27,2.41,3.52,13.32,10.49,-20.12,-0.13,4.0,4.0,-1,-1
15,22,306.813766,0.26,0.07,3.309,2.79,7.86,14.02,6.79,-19.91,0.91,99.9,0.5,9,1
15,23,309.435084,0.24,0.08,3.304,2.3,2.62,15.18,12.96,-14.46,-0.21,99.9,4.0,9,-1
15,24,316.786402,0.23,0.04,3.314,3.65,7.35,16.11,9.26,-13.74,0.91,99.9,0.5,9,1
15,25,318.86772,0.29,0.07,3.332,3.17,2.08,17.61,15.56,-7.75,-0.33,99.9,2.0,9,-1
15,26,325.389038,0.27,0.03,3.334,4.38,6.53,18.0,12.35,-6.2,1.22,99.9,0.5,9,1
15,27,327.280356,0.28,0.02,3.352,4.46,1.89,19.49,17.21,-0.02,1.03,99.9,1.0,9,-1
15,28,331.541674,0.26,0.01,3.35,3.84,4.26,19.27,15.76,3.79,0.89,99.9,0.5,9,1
15,29,332.992992,-0.28,0.09,3.383,3.44,1.46,20.02,19.42,10.41,999.99,99.9,2.0,9,-1
15,30,336.59431,-0.24,0.06,3.373,3.73,3.59,21.12,18.13,14.88,999.99,99.9,0.5,9,1
15,31,336.705628,-0.21,0.03,3.372,2.49,0.12,21.85,22.22,22.84,999.99,99.9,1.0,9,-1
15,32,339.146945,-0.2,0.02,3.378,2.45,2.44,22.6,20.34,28.47,999.99,99.9,0.5,9,1
15,33,338.668263,0.08,-0.01,3.37,1.15,-0.47,23.24,23.98,37.02,999.99,99.9,0.0,9,-1
15,34,340.059581,-0.07,0.0,3.383,1.58,1.39,23.98,22.38,43.7,999.99,99.9,0.5,9,1
15,35,337.950899,-0.09,0.02,3.411,1.75,-2.11,22.66,27.2,53.88,999.99,99.9,1.0,9,1
15,36,339.392217,0.12,0.02,3.442,2.24,1.44,23.76,23.11,60.51,999.99,99.9,0.5,9,1
15,37,337.043535,-0.11,-0.01,3.467,1.89,-2.34,999.99,28.63,70.93,999.99,99.9,2.0,9,-1
16,8,128.054301,-0.09,0.03,3.353,5.66,999.99,0.76,999.99,53.14,999.99,0.0,0.0,1,1
16,9,147.045619,-0.12,0.02,3.351,4.65,19.0,-2.1,-26.64,42.22,999.99,99.9,2.5,9,1
16,10,169.746937,-0.16,0.03,3.303,4.58,22.7,0.43,-29.09,27.59,999.99,0.0,0.0,1,1
16,11,184.988254,0.35,0.08,3.335,1.78,15.25,-0.05,-20.14,20.42,999.99,2.5,1.5,1,1
16,12,208.879572,-0.22,0.04,3.298,5.21,23.89,2.48,-25.66,4.6,-0.53,0.0,0.0,1,1
16,13,223.81089,-0.26,0.05,3.29,4.35,14.93,2.41,-17.86,-2.26,-0.9,2.5,0.5,1,1
16,14,242.892208,-0.24,0.05,3.289,4.74,19.08,3.67,-19.55,-13.27,-0.79,0.0,0.0,1,1
16,15,257.323526,-0.2,0.02,3.263,4.11,14.44,5.48,-14.03,-19.63,0.59,0.5,0.5,1,1
16,16,272.664844,-0.21,0.02,3.282,5.22,15.33,9.35,-14.2,-26.9,0.88,0.0,0.0,1,1
16,17,279.516162,-0.18,0.0,3.288,3.14,6.86,9.3,-5.49,-25.68,-0.9,1.5,0.5,1,1
16,18,291.28748,-0.17,0.0,3.298,4.09,11.77,10.82,-5.66,-29.38,-0.56,0.0,0.0,1,1
16,19,297.948798,-0.15,0.0,3.32,3.03,6.66,11.55,0.3,-27.97,-0.88,1.5,1.5,1,1
16,20,308.670116,-0.16,0.0,3.318,3.79,10.72,13.23,-1.84,-30.62,-0.05,0.0,0.0,1,1
16,21,312.821433,-0.18,0.01,3.33,2.97,4.16,13.87,3.76,-26.7,-0.2,3.5,3.5,-1,-1
16,22,321.612751,0.12,0.01,3.33,3.17,8.79,14.8,1.62,-27.42,0.56,0.0,0.0,1,1
16,23,325.264069,0.2,0.03,3.351,2.73,3.65,15.83,6.87,-23.0,-0.16,99.9,1.5,9,-1
16,24,333.645387,0.22,0.03,3.361,4.1,8.38,16.86,4.13,-23.31,0.47,0.0,0.0,1,1
16,25,336.966705,-0.2,0.05,3.369,3.94,3.32,18.1,9.73,-18.56,-0.45,3.5,1.5,-1,-1
16,26,343.708023,0.29,0.02,3.384,4.46,6.74,18.31,7.25,-17.23,-0.41,0.0,0.0,1,1
16,27,346.509341,0.27,-0.02,3.391,4.56,2.81,19.23,12.49,-11.96,-0.23,99.9,0.5,9,-1
16,28,351.630659,-0.27,0.1,3.413,3.91,5.12,20.09,11.21,-9.01,-0.19,0.0,0.0,1,1
16,29,353.941977,-0.25,0.07,3.412,3.66,2.31,20.94,15.04,-3.25,-0.75,99.9,1.5,9,-1
16,30,358.143295,-0.24,0.05,3.423,3.96,4.21,21.56,13.94,0.62,999.99,0.0,0.0,1,1
16,31,358.704612,-0.21,0.02,3.42,2.62,0.56,21.99,17.85,8.13,999.99,99.9,0.5,9,-1
16,32,361.87593,-0.21,0.02,3.435,2.77,3.17,22.73,16.7,13.03,999.99,0.0,0.0,1,1
16,33,361.657248,0.11,-0.01,3.42,1.29,-0.21,22.99,20.19,21.32,999.99,99.9,0.5,9,-1
16,34,364.368566,-0.17,0.0,3.459,2.62,2.71,24.31,18.27,26.68,999.99,0.0,0.0,1,1
16,35,361.719884,-0.2,0.01,3.486,2.85,-2.65,23.77,23.75,37.4,999.99,99.9,2.5,9,-1
16,36,364.901202,-0.18,0.01,3.499,3.06,3.18,25.51,20.39,42.29,999.99,0.0,0.0,1,1
16,37,362.85252,-0.16,-0.01,3.512,2.47,-2.04,25.81,24.49,52.41,999.99,99.9,1.5,9,-1
