Z,N,BE,bet2,bet4,Rch,Edef,Sn,Sp,Qbet,Mcal,Mexp-Mcal,Jexp,Jth,Pexp,Pth
70,125,1510.343677,0.0,0.0,5.356,0.0,3.1,13.58,8.98,8.8,999.99,99.9,0.5,9,-1
70,126,1515.754995,0.0,0.0,5.362,0.0,5.41,13.77,6.92,11.46,999.99,0.0,0.0,1,1
70,127,1516.706313,0.0,0.0,5.367,0.0,0.95,13.96,11.55,18.58,999.99,99.9,4.5,9,1
70,128,1520.67763,0.05,0.0,5.377,0.7,3.97,14.38,8.73,22.68,999.99,0.0,0.0,1,1
70,129,1521.068948,0.0,0.0,5.378,0.0,0.39,13.87,12.53,30.36,999.99,99.9,4.5,9,1
70,130,1524.750266,0.05,0.0,5.388,1.02,3.68,14.91,10.08,34.75,999.99,0.0,0.0,1,1
70,131,1525.701584,0.06,0.0,5.398,0.84,0.95,14.62,12.39,41.87,999.99,99.9,4.5,9,1
70,132,1528.892902,0.1,0.02,5.413,1.79,3.2,14.81,10.29,46.75,999.99,0.0,0.0,1,1
70,133,1530.25422,0.1,0.03,5.419,2.01,1.36,15.2,12.41,53.46,999.99,99.9,4.5,9,1
70,134,1533.015538,0.16,0.05,5.442,2.85,2.76,15.1,11.05,58.77,999.99,0.0,0.0,1,1
70,135,1534.696856,0.16,0.07,5.453,3.42,1.68,15.32,12.63,65.16,999.99,99.9,1.5,9,1
70,136,1537.638174,0.19,0.08,5.469,4.69,2.94,15.61,11.25,70.29,999.99,0.0,0.0,1,1
70,137,1538.619492,0.2,0.07,5.479,5.04,0.98,16.06,13.42,77.38,999.99,99.9,1.5,9,-1
70,138,1541.760809,0.2,0.1,5.489,6.25,3.14,15.75,11.85,82.31,999.99,0.0,0.0,1,1
70,139,1543.532127,0.24,0.1,5.511,7.24,1.78,16.32,13.41,88.61,999.99,99.9,2.5,9,-1
70,140,1545.983445,0.25,0.1,5.52,8.11,2.45,16.43,12.09,94.23,999.99,0.0,0.0,1,1
70,141,1547.464763,0.25,0.1,5.532,8.67,1.49,17.02,13.53,100.82,999.99,99.9,2.5,9,1
70,142,1549.696081,0.25,0.11,5.536,9.63,2.23,16.76,12.76,106.66,999.99,0.0,0.0,1,1
70,143,1551.047399,0.28,0.1,5.562,10.01,1.35,16.6,13.98,113.38,999.99,99.9,0.5,9,1
70,144,1552.958717,0.27,0.1,5.564,10.87,1.91,17.42,13.84,119.54,999.99,0.0,0.0,1,1
70,145,1553.720035,0.29,0.09,5.58,10.81,0.77,17.3,15.17,126.85,999.99,99.9,3.5,9,-1
70,146,1555.871353,0.3,0.09,5.584,11.93,2.15,17.51,13.9,132.77,999.99,0.0,0.0,1,1
70,147,1556.502671,0.29,0.07,5.587,11.72,0.63,17.43,15.74,140.21,999.99,99.9,2.5,9,1
70,148,1558.663988,0.3,0.07,5.605,13.01,2.16,18.01,14.31,146.12,999.99,0.0,0.0,1,1
70,149,1559.285306,0.3,0.06,5.611,12.85,0.63,18.15,15.92,153.57,999.99,99.9,3.5,9,1
70,150,1561.156624,0.29,0.05,5.615,13.9,1.87,18.45,15.12,159.77,999.99,0.0,0.0,1,1
70,151,1561.447942,0.3,0.05,5.625,12.97,0.3,18.43,16.69,167.55,999.99,99.9,4.5,9,-1
70,152,1563.35926,0.3,0.03,5.634,14.62,1.91,18.99,15.25,173.71,999.99,0.0,0.0,1,1
70,153,1563.850578,0.29,0.03,5.634,13.87,0.49,19.55,16.66,181.29,999.99,99.9,0.5,9,1
70,154,1565.091896,0.3,0.02,5.647,14.95,1.24,19.5,16.12,188.12,999.99,0.0,0.0,1,1
70,155,1566.073214,0.29,0.02,5.652,14.48,0.98,19.61,16.58,195.21,999.99,99.9,1.5,9,1
70,156,1566.404532,0.3,0.01,5.663,14.95,0.34,19.72,17.81,202.95,999.99,0.0,0.0,1,1
70,157,1566.30585,0.31,0.0,5.671,14.27,-0.11,19.5,18.29,211.12,999.99,99.9,3.5,9,1
70,158,1567.287167,0.29,0.0,5.669,14.62,0.98,19.63,17.44,218.21,999.99,0.0,0.0,1,1
70,159,1567.188485,0.28,-0.02,5.679,13.97,-0.09,20.19,18.82,226.38,999.99,99.9,5.5,9,-1
70,160,1568.019803,0.29,-0.03,5.691,14.25,0.82,20.27,17.77,233.62,999.99,0.0,0.0,1,1
70,161,1567.911121,0.28,-0.02,5.69,13.64,-0.1,20.52,19.13,241.8,999.99,99.9,1.5,9,1
70,162,1568.172439,0.29,-0.03,5.702,13.45,0.26,20.6,18.82,249.61,999.99,0.0,0.0,1,1
70,163,1568.013757,0.26,-0.05,5.695,12.86,-0.16,21.09,19.52,257.84,999.99,99.9,1.5,9,1
70,164,1568.195075,0.26,-0.04,5.7,12.67,0.18,999.99,19.0,265.73,999.99,0.0,0.0,1,1
71,77,1154.819402,-0.19,0.02,5.103,5.42,999.99,-1.99,999.99,-15.81,999.99,99.9,2.0,9,-1
71,78,1168.38072,-0.16,0.01,5.096,4.3,13.55,-1.9,999.99,-21.3,999.99,99.9,5.5,9,-1
71,79,1179.692038,-0.18,0.02,5.111,3.33,11.32,-1.41,-9.71,-24.54,999.99,2.0,1.0,1,1
71,80,1193.483356,-0.12,0.0,5.097,2.65,13.79,-0.87,-12.91,-30.26,999.99,5.5,5.5,-1,-1
71,81,1204.714674,-0.08,-0.02,5.093,3.07,11.23,-0.79,-9.45,-33.42,999.99,99.9,6.0,9,-1
71,82,1217.585992,-0.04,0.0,5.093,1.11,12.87,-0.67,-10.47,-38.22,-0.2,5.5,5.5,-1,-1
71,83,1226.77731,-0.07,0.01,5.102,2.1,9.19,0.04,-6.22,-39.34,999.99,2.0,2.0,-1,1
71,84,1238.238628,-0.08,0.01,5.11,2.09,11.46,0.19,-8.88,-42.73,0.18,99.9,5.5,9,-1
71,85,1246.879946,-0.11,0.03,5.124,2.55,8.64,0.38,-5.58,-43.3,-0.45,2.0,2.0,-1,1
71,86,1258.551263,0.16,0.03,5.143,3.75,11.67,1.08,-8.28,-46.9,0.44,99.9,5.5,9,-1
71,87,1266.952581,0.17,0.04,5.15,4.08,8.41,1.42,-5.1,-47.23,0.02,99.9,1.0,9,-1
71,88,1277.903899,0.2,0.06,5.17,5.22,10.95,1.65,-7.34,-50.11,0.4,99.9,2.5,9,1
71,89,1286.325217,0.19,0.04,5.172,5.72,8.42,1.86,-4.64,-50.46,0.19,99.9,1.0,9,-1
71,90,1296.806535,0.22,0.08,5.189,6.88,10.48,2.12,-6.63,-52.87,0.31,0.5,2.5,1,1
71,91,1304.947853,0.24,0.05,5.202,7.45,8.14,2.26,-3.92,-52.94,0.1,1.0,2.0,-1,1
71,92,1315.119171,0.25,0.06,5.21,8.48,10.18,2.42,-5.66,-55.04,0.25,0.5,2.5,1,1
71,93,1323.210489,0.27,0.08,5.228,9.12,8.09,2.72,-3.31,-55.06,0.42,99.9,2.0,9,1
71,94,1333.161807,0.28,0.07,5.238,10.29,9.95,3.08,-4.99,-56.94,0.5,0.5,3.5,1,1
71,95,1340.873125,0.28,0.06,5.249,10.73,7.71,3.25,-2.57,-56.58,0.56,6.0,1.0,-1,-1
71,96,1350.374442,0.29,0.06,5.254,11.78,9.5,3.57,-4.07,-58.01,0.51,3.5,3.5,1,1
71,97,1357.64576,0.3,0.08,5.268,12.01,7.27,3.76,-1.58,-57.21,0.14,6.0,1.0,-1,1
71,98,1366.867078,0.31,0.08,5.277,13.02,9.22,3.99,-3.2,-58.36,0.27,3.5,3.5,1,1
71,99,1374.108396,0.31,0.05,5.286,13.49,7.24,4.26,-1.06,-57.53,0.22,0.0,3.0,1,-1
71,100,1382.849714,0.31,0.05,5.292,14.2,8.74,4.63,-2.34,-58.2,0.37,3.5,3.5,1,1
71,101,1389.231032,0.28,0.03,5.284,14.35,6.38,4.82,0.18,-56.51,-0.23,4.0,1.0,-1,1
71,102,1397.78235,0.31,0.02,5.305,14.73,8.55,5.09,-1.55,-56.99,0.11,3.5,3.5,1,1
71,103,1404.303668,0.31,0.02,5.312,15.08,6.52,5.35,0.76,-55.44,-0.13,1.0,1.0,-1,-1
71,104,1412.084986,0.3,-0.01,5.319,15.01,7.79,5.55,-0.34,-55.15,-0.02,3.5,3.5,1,1
71,105,1418.186304,0.29,-0.01,5.321,15.03,6.1,6.01,1.67,-53.18,-0.2,7.0,1.0,-1,-1
71,106,1425.747621,0.29,-0.02,5.327,14.99,7.57,6.32,0.48,-52.67,0.29,3.5,3.5,1,1
71,107,1431.228939,0.29,-0.03,5.334,14.45,5.47,6.46,2.98,-50.08,-0.26,1.0,1.0,1,1
71,108,1438.420257,0.29,-0.02,5.342,14.24,7.2,6.74,1.3,-49.2,0.14,3.5,3.5,1,1
71,109,1443.761575,0.28,-0.04,5.346,13.63,5.33,7.03,3.91,-46.47,-0.21,5.0,3.0,1,-1
71,110,1450.332893,0.28,-0.04,5.352,13.02,6.57,7.34,2.78,-44.97,0.17,3.5,3.5,1,1
71,111,1455.494211,0.28,-0.06,5.363,12.4,5.16,7.83,4.54,-42.06,999.99,99.9,2.0,9,-1
71,112,1461.455529,0.27,-0.05,5.364,11.41,5.96,8.01,3.7,-39.95,0.23,3.5,3.5,1,1
71,113,1466.006847,0.26,-0.07,5.37,10.42,4.55,8.37,5.79,-36.43,999.99,99.9,2.0,9,1
71,114,1471.958165,0.25,-0.07,5.367,9.61,5.95,8.68,4.35,-34.31,999.99,99.9,3.5,9,1
71,115,1474.879483,-0.2,0.03,5.349,6.89,2.92,8.45,7.76,-29.16,999.99,99.9,5.0,9,1
71,116,1481.0808,-0.2,0.02,5.356,6.86,6.2,8.9,5.0,-27.29,999.99,99.9,2.5,9,-1
71,117,1485.312118,-0.19,0.02,5.358,5.79,4.23,8.88,7.12,-23.45,999.99,99.9,3.0,9,1
71,118,1491.293436,-0.18,0.01,5.358,5.65,5.98,9.63,5.77,-21.36,999.99,99.9,2.5,9,-1
71,119,1495.164754,-0.17,0.0,5.364,4.58,3.88,10.02,7.84,-17.16,999.99,99.9,2.0,9,-1
71,120,1500.886072,-0.13,-0.01,5.357,4.22,5.72,10.08,6.29,-14.81,999.99,99.9,5.5,9,-1
71,121,1504.64739,-0.12,-0.01,5.359,3.36,3.76,10.57,8.66,-10.5,999.99,99.9,3.0,9,1
71,122,1510.188708,-0.11,-0.02,5.364,2.85,5.54,10.7,7.09,-7.97,999.99,99.9,5.5,9,-1
71,123,1513.620026,-0.1,-0.02,5.368,2.05,3.43,11.62,9.25,-3.33,999.99,99.9,3.0,9,1
71,124,1518.551344,0.07,-0.01,5.37,0.92,4.93,11.3,7.75,-0.19,999.99,99.9,5.5,9,-1
71,125,1521.892662,0.0,0.0,5.369,0.0,3.34,11.54,9.84,4.54,999.99,99.9,5.0,9,1
71,126,1527.473979,0.0,0.0,5.375,0.0,5.59,11.72,7.86,7.03,999.99,99.9,5.5,9,-1
71,127,1528.625297,0.0,0.0,5.38,0.0,1.15,11.92,12.48,13.95,999.99,99.9,1.0,9,-1
71,128,1532.806615,0.04,0.0,5.39,0.69,4.19,12.14,9.63,17.84,999.99,99.9,5.5,9,-1
71,129,1534.037933,0.05,0.01,5.396,0.64,1.23,12.98,12.82,24.68,999.99,99.9,1.0,9,-1
71,130,1537.309251,0.06,0.01,5.405,1.03,3.27,12.56,10.68,29.48,999.99,99.9,5.5,9,-1
71,131,1538.400569,0.07,0.0,5.411,0.79,1.09,12.7,13.29,36.46,999.99,99.9,1.0,9,-1
71,132,1541.891887,0.11,0.05,5.427,1.81,3.48,12.99,11.12,41.04,999.99,99.9,5.5,9,-1
71,133,1543.283205,0.1,0.03,5.434,1.87,1.4,13.03,13.3,47.72,999.99,99.9,1.0,9,-1
71,134,1546.544523,0.14,0.07,5.451,3.01,3.26,13.53,11.85,52.53,999.99,99.9,5.5,9,-1
71,135,1548.105841,0.16,0.07,5.468,3.25,1.56,13.4,13.51,59.04,999.99,99.9,1.0,9,1
71,136,1551.257158,0.18,0.08,5.477,4.53,3.15,13.62,11.87,63.96,999.99,99.9,2.5,9,1
71,137,1552.818476,0.2,0.09,5.489,5.35,1.57,14.21,13.94,70.47,999.99,99.9,4.0,9,-1
71,138,1556.159794,0.22,0.11,5.504,6.48,3.34,14.4,12.33,75.2,999.99,99.9,2.5,9,1
71,139,1557.291112,0.23,0.1,5.515,6.7,1.13,13.76,14.55,82.14,999.99,99.9,5.0,9,1
71,140,1560.21243,0.24,0.11,5.53,7.76,2.92,14.23,13.23,87.29,999.99,99.9,3.5,9,-1
71,141,1561.673748,0.24,0.1,5.538,8.17,1.47,14.21,14.86,93.9,999.99,99.9,6.0,9,1
71,142,1564.255066,0.26,0.1,5.549,9.18,2.58,14.55,13.84,99.39,999.99,99.9,3.5,9,-1
71,143,1566.016384,0.27,0.1,5.566,9.93,1.76,14.96,15.02,105.7,999.99,99.9,4.0,9,-1
71,144,1568.107702,0.27,0.1,5.575,10.61,2.1,15.15,14.77,111.68,999.99,99.9,3.5,9,-1
71,145,1568.98902,0.29,0.09,5.591,10.45,0.88,15.27,15.94,118.87,999.99,99.9,1.0,9,1
71,146,1571.460337,0.29,0.09,5.599,11.7,2.46,15.58,14.58,124.47,999.99,99.9,3.5,9,-1
71,147,1572.191655,0.29,0.09,5.606,11.39,0.74,15.69,16.58,131.81,999.99,99.9,1.0,9,-1
71,148,1574.422973,0.29,0.06,5.613,12.58,2.23,15.76,15.45,137.65,999.99,99.9,3.5,9,-1
71,149,1575.494291,0.28,0.06,5.606,12.3,1.07,16.21,16.82,144.65,999.99,99.9,1.0,9,-1
71,150,1577.365609,0.3,0.06,5.632,13.54,1.87,16.21,15.99,150.85,999.99,99.9,3.5,9,-1
71,151,1577.826927,0.31,0.06,5.644,12.64,0.47,16.37,17.7,158.46,999.99,99.9,8.0,9,1
71,152,1579.728245,0.29,0.03,5.639,14.06,1.9,16.37,16.38,164.63,999.99,99.9,3.5,9,-1
71,153,1580.429563,0.29,0.02,5.65,13.38,0.7,16.57,17.9,172.0,999.99,99.9,4.0,9,1
71,154,1581.870881,0.29,0.01,5.657,14.44,1.44,16.77,17.79,178.63,999.99,99.9,3.5,9,1
71,155,1583.432199,0.29,0.01,5.66,14.49,1.57,17.36,17.43,185.14,999.99,99.9,5.0,9,1
71,156,1583.803516,0.29,0.0,5.67,14.73,0.37,17.4,17.71,192.84,999.99,99.9,3.5,9,1
71,157,1583.934834,0.29,0.0,5.678,14.12,0.14,17.64,18.98,200.78,999.99,99.9,1.0,9,1
71,158,1585.226152,0.29,-0.01,5.689,14.6,1.29,17.94,18.2,207.56,999.99,99.9,3.5,9,1
71,159,1585.00747,0.28,-0.01,5.688,13.64,-0.22,17.81,19.66,215.85,999.99,99.9,2.0,9,-1
71,160,1586.268788,0.29,-0.01,5.697,14.19,1.26,18.25,18.57,222.66,999.99,99.9,3.5,9,1
71,161,1586.210106,0.27,-0.03,5.694,13.45,-0.06,18.29,20.11,230.79,999.99,99.9,2.0,9,1
71,162,1586.751424,0.27,-0.03,5.7,13.37,0.54,18.58,19.36,238.32,999.99,99.9,3.5,9,1
71,163,1586.412742,0.26,-0.04,5.701,12.44,-0.34,18.4,20.67,246.73,999.99,99.9,2.0,9,-1
71,164,1587.29406,0.28,-0.05,5.723,12.76,0.88,19.09,19.91,253.92,999.99,99.9,3.5,9,1
71,165,1586.495378,0.25,-0.04,5.713,11.5,-0.79,999.99,21.31,262.79,999.99,99.9,3.0,9,-1
71,166,1586.586695,0.25,-0.04,5.72,11.06,0.09,999.99,20.28,270.77,999.99,99.9,3.5,9,-1
71,167,1585.988013,0.25,-0.05,5.724,10.13,-0.6,999.99,22.02,279.44,999.99,99.9,6.0,9,-1
71,168,1585.859331,0.25,-0.05,5.73,9.47,-0.13,999.99,21.56,287.64,999.99,99.9,3.5,9,-1
71,169,1585.280649,0.25,-0.03,5.736,8.73,-0.58,999.99,22.26,296.29,999.99,99.9,8.0,9,-1
71,170,1584.441967,-0.19,0.01,5.715,7.32,-0.84,999.99,22.69,305.2,999.99,99.9,2.5,9,-1
71,171,1583.983285,-0.19,0.01,5.717,6.12,-0.46,999.99,21.94,313.73,999.99,99.9,3.0,9,1
72,78,1169.199705,-0.18,0.01,5.117,4.59,999.99,0.82,999.99,-14.83,999.99,0.0,0.0,1,1
72,79,1179.791023,-0.12,-0.01,5.104,2.61,10.59,0.1,999.99,-17.35,999.99,99.9,5.5,9,-1
72,80,1194.482341,-0.12,0.0,5.111,2.56,14.69,1.0,-15.66,-23.97,999.99,0.0,0.0,1,1
72,81,1206.333659,-0.08,-0.02,5.109,2.94,11.85,1.62,-12.73,-27.75,999.99,99.9,0.5,9,1
72,82,1219.774977,0.06,0.0,5.111,1.72,13.44,2.19,-17.0,-33.12,999.99,0.0,0.0,1,1
72,83,1228.576295,-0.07,0.01,5.117,2.06,8.8,1.8,-9.28,-33.85,999.99,99.9,3.5,9,-1
72,84,1240.517613,-0.08,0.0,5.127,2.21,11.94,2.28,-11.88,-37.72,-0.15,0.0,0.0,1,1
72,85,1249.48893,-0.12,0.02,5.142,2.74,8.98,2.61,-8.64,-38.62,999.99,3.5,3.5,-1,-1
72,86,1261.080248,0.12,0.0,5.147,3.52,11.58,2.52,-11.15,-42.14,0.03,0.0,0.0,1,1
72,87,1269.781566,0.15,0.01,5.162,3.86,8.7,2.82,-8.23,-42.77,-0.09,3.5,3.5,-1,-1
72,88,1280.902884,0.18,0.04,5.177,4.87,11.12,3.0,-10.03,-45.82,-0.11,0.0,0.0,1,1
72,89,1289.394202,0.19,0.06,5.184,5.15,8.5,3.07,-7.3,-46.24,-0.07,99.9,1.5,9,-1
72,90,1300.24552,0.21,0.06,5.199,6.38,10.85,3.44,-9.15,-49.02,-0.15,0.0,0.0,1,1
72,91,1308.676838,0.22,0.06,5.208,6.95,8.43,3.73,-6.55,-49.38,0.12,99.9,1.5,9,-1
72,92,1319.128156,0.24,0.06,5.222,7.98,10.45,4.0,-8.37,-51.76,-0.06,0.0,0.0,1,1
72,93,1327.389474,0.24,0.03,5.23,8.53,8.27,4.18,-5.95,-51.95,0.32,2.5,0.5,-1,1
72,94,1337.520792,0.26,0.06,5.245,9.59,10.12,4.35,-7.47,-54.01,0.15,0.0,0.0,1,1
72,95,1345.522109,0.28,0.06,5.26,10.04,8.0,4.65,-5.12,-53.94,0.47,2.5,2.5,-1,-1
72,96,1355.283427,0.27,0.06,5.262,11.07,9.77,4.91,-6.84,-55.63,0.27,0.0,0.0,1,1
72,97,1362.884745,0.3,0.08,5.283,11.35,7.6,5.24,-4.21,-55.16,0.44,2.5,2.5,-1,1
72,98,1372.256063,0.29,0.06,5.286,12.24,9.38,5.39,-5.91,-56.46,0.21,0.0,0.0,1,1
72,99,1379.727381,0.29,0.04,5.293,12.68,7.47,5.62,-3.57,-55.86,0.43,3.5,0.5,1,-1
72,100,1388.628699,0.3,0.03,5.306,13.28,8.91,5.78,-4.98,-56.69,0.29,0.0,0.0,1,1
72,101,1395.450017,0.28,0.03,5.299,13.61,6.82,6.22,-2.48,-55.44,0.03,0.5,3.5,-1,1
72,102,1404.281335,0.31,0.02,5.321,14.0,8.83,6.49,-4.24,-56.2,0.35,0.0,0.0,1,1
72,103,1410.962653,0.31,0.02,5.328,14.27,6.68,6.66,-1.79,-54.81,0.33,2.5,2.5,-1,-1
72,104,1419.073971,0.3,0.01,5.334,14.27,8.12,6.99,-3.1,-54.85,0.28,0.0,0.0,1,1
72,105,1425.445288,0.29,-0.02,5.339,14.31,6.37,7.26,-1.01,-53.15,0.27,3.5,3.5,-1,-1
72,106,1433.426606,0.29,-0.03,5.346,14.43,7.98,7.67,-2.27,-53.06,0.62,0.0,0.0,1,1
72,107,1438.937924,0.31,-0.02,5.363,13.68,5.52,7.71,0.36,-50.5,0.04,4.5,4.5,1,1
72,108,1446.879242,0.29,-0.04,5.358,13.96,7.94,8.46,-1.64,-50.37,0.59,0.0,0.0,1,1
72,109,1452.33056,0.28,-0.04,5.365,13.21,5.45,8.57,0.96,-47.75,0.34,0.5,0.5,-1,-1
72,110,1459.251878,0.28,-0.05,5.37,12.7,6.92,8.92,-0.01,-46.6,0.55,0.0,0.0,1,1
72,111,1464.373196,0.27,-0.05,5.372,11.8,5.12,8.88,2.03,-43.65,0.36,1.5,1.5,-1,-1
72,112,1471.014514,0.27,-0.06,5.381,11.27,6.64,9.56,0.76,-42.22,0.72,0.0,0.0,1,1
72,113,1475.525832,0.26,-0.08,5.383,10.0,4.51,9.52,3.04,-38.66,0.34,99.9,5.5,9,1
72,114,1481.85715,0.25,-0.07,5.384,9.34,6.33,9.9,1.63,-36.92,0.5,0.0,0.0,1,1
72,115,1485.308467,-0.22,0.03,5.374,6.89,3.44,10.42,4.75,-32.3,999.99,99.9,1.5,9,-1
72,116,1491.649785,-0.21,0.03,5.374,6.77,6.34,10.57,3.28,-30.57,999.99,0.0,0.0,1,1
72,117,1496.281103,-0.19,0.01,5.371,5.86,4.63,10.97,4.2,-27.13,999.99,99.9,0.5,9,-1
72,118,1502.222421,-0.16,0.01,5.367,5.45,5.94,10.93,3.1,-25.0,999.99,0.0,0.0,1,1
72,119,1506.393739,-0.16,-0.01,5.372,4.45,4.17,11.22,5.19,-21.1,999.99,99.9,2.5,9,-1
72,120,1512.525057,-0.16,-0.01,5.377,4.28,6.13,11.64,3.65,-19.16,999.99,0.0,0.0,1,1
72,121,1516.496375,-0.13,-0.01,5.375,3.41,3.97,11.84,5.97,-15.06,999.99,99.9,2.5,9,-1
72,122,1522.087693,-0.11,-0.02,5.378,2.74,5.6,11.91,4.66,-12.58,999.99,0.0,0.0,1,1
72,123,1525.509011,-0.09,-0.03,5.381,1.72,3.42,11.89,7.0,-7.93,999.99,99.9,2.5,9,-1
72,124,1530.950329,0.04,-0.01,5.38,0.88,5.43,12.4,5.67,-5.3,999.99,0.0,0.0,1,1
72,125,1534.551646,0.0,0.0,5.382,0.0,3.61,12.66,7.79,-0.83,999.99,99.9,0.5,9,-1
72,126,1540.322964,0.0,0.0,5.388,0.0,5.77,12.84,5.67,1.47,999.99,0.0,0.0,1,1
72,127,1541.664282,0.0,0.0,5.393,0.0,1.34,13.04,10.27,8.2,999.99,99.9,4.5,9,1
72,128,1546.0856,0.06,0.0,5.405,0.7,4.42,13.27,7.4,11.85,999.99,0.0,0.0,1,1
72,129,1547.206918,-0.06,0.0,5.405,0.35,1.13,13.17,10.65,18.8,999.99,99.9,4.5,9,1
72,130,1550.908236,0.06,0.01,5.417,0.96,3.7,13.6,8.59,23.17,999.99,0.0,0.0,1,1
72,131,1552.219554,0.06,0.0,5.424,0.75,1.31,13.82,11.02,29.93,999.99,99.9,4.5,9,1
72,132,1555.800872,0.1,0.04,5.439,1.67,3.58,13.92,9.11,34.42,999.99,0.0,0.0,1,1
72,133,1557.61219,0.12,0.03,5.449,1.94,1.8,14.32,10.64,40.68,999.99,99.9,4.5,9,1
72,134,1560.833508,0.15,0.06,5.462,2.83,3.22,14.29,9.3,45.53,999.99,0.0,0.0,1,1
72,135,1562.344825,0.16,0.05,5.473,2.83,1.51,14.24,11.29,52.09,999.99,99.9,4.5,9,1
72,136,1565.976143,0.17,0.08,5.488,4.38,3.63,14.72,9.29,56.53,999.99,0.0,0.0,1,1
72,137,1567.707461,0.18,0.07,5.5,5.16,1.73,14.89,11.36,62.87,999.99,99.9,2.5,9,1
72,138,1571.058779,0.21,0.09,5.515,6.13,3.35,14.9,10.22,67.59,999.99,0.0,0.0,1,1
72,139,1572.660097,0.23,0.1,5.531,6.67,1.6,15.37,12.0,74.06,999.99,99.9,2.5,9,-1
72,140,1575.751415,0.23,0.1,5.535,7.66,3.09,15.54,11.09,79.04,999.99,0.0,0.0,1,1
72,141,1577.302733,0.24,0.1,5.548,8.06,1.56,15.63,12.57,85.56,999.99,99.9,2.5,9,-1
72,142,1580.244051,0.25,0.1,5.561,9.14,2.94,15.99,11.35,90.69,999.99,0.0,0.0,1,1
72,143,1582.105369,0.27,0.1,5.579,9.77,1.86,16.09,12.89,96.9,999.99,99.9,0.5,9,1
72,144,1584.146687,0.29,0.1,5.594,10.19,2.05,16.04,12.63,102.93,999.99,0.0,0.0,1,1
72,145,1585.258004,0.27,0.07,5.589,10.05,1.11,16.26,14.03,109.89,999.99,99.9,3.5,9,-1
72,146,1587.989322,0.28,0.07,5.605,11.38,2.74,16.54,12.79,115.23,999.99,0.0,0.0,1,1
72,147,1589.09064,0.28,0.08,5.614,11.25,1.1,16.9,14.38,122.2,999.99,99.9,2.5,9,1
72,148,1591.531958,0.3,0.07,5.627,12.45,2.44,17.1,13.18,127.83,999.99,0.0,0.0,1,1
72,149,1592.573276,0.29,0.06,5.627,12.01,1.04,17.08,14.75,134.86,999.99,99.9,3.5,9,1
72,150,1594.744594,0.28,0.04,5.633,13.34,2.17,17.38,14.05,140.76,999.99,0.0,0.0,1,1
72,151,1595.325912,0.28,0.03,5.641,12.42,0.59,17.5,15.41,148.25,999.99,99.9,4.5,9,-1
72,152,1597.53723,0.29,0.04,5.649,13.93,2.21,17.81,14.33,154.11,999.99,0.0,0.0,1,1
72,153,1598.878548,0.29,0.02,5.661,13.76,1.33,18.45,15.5,160.84,999.99,99.9,0.5,9,1
72,154,1600.079866,0.29,0.02,5.668,14.38,1.2,18.21,14.97,167.71,999.99,0.0,0.0,1,1
72,155,1600.731183,0.28,0.01,5.67,13.44,0.65,17.3,16.02,175.13,999.99,99.9,1.5,9,1
72,156,1602.132501,0.29,0.01,5.681,14.45,1.4,18.33,15.09,181.8,999.99,0.0,0.0,1,1
72,157,1602.643819,0.28,0.0,5.681,14.05,0.51,18.71,16.42,189.36,999.99,99.9,3.5,9,1
72,158,1603.885137,0.27,-0.02,5.687,14.31,1.24,18.66,15.87,196.19,999.99,0.0,0.0,1,1
72,159,1604.056455,0.27,-0.02,5.694,13.59,0.17,19.05,17.5,204.09,999.99,99.9,5.5,9,-1
72,160,1605.537773,0.28,-0.03,5.705,14.18,1.48,19.27,15.92,210.68,999.99,0.0,0.0,1,1
72,161,1605.329091,0.26,-0.03,5.699,13.15,-0.2,19.12,18.02,218.96,999.99,99.9,4.5,9,1
72,162,1606.300409,0.26,-0.05,5.715,13.3,0.97,19.55,17.51,226.06,999.99,0.0,0.0,1,1
72,163,1606.411727,0.26,-0.03,5.718,12.68,0.12,20.0,18.38,234.02,999.99,99.9,1.5,9,1
72,164,1607.033045,0.25,-0.05,5.721,12.55,0.62,19.74,18.01,241.47,999.99,0.0,0.0,1,1
72,165,1606.084362,0.26,-0.02,5.723,11.0,-0.95,19.59,19.85,250.49,999.99,99.9,0.5,9,1
72,166,1607.22568,0.25,-0.06,5.733,11.43,1.14,20.64,18.76,257.42,999.99,0.0,0.0,1,1
72,167,1606.636998,0.24,-0.05,5.734,10.38,-0.59,20.65,19.82,266.08,999.99,99.9,2.5,9,1
72,168,1606.758316,0.23,-0.05,5.738,9.78,0.12,20.9,19.39,274.03,999.99,0.0,0.0,1,1
72,169,1606.349634,0.23,-0.04,5.734,8.67,-0.41,21.07,20.0,282.51,999.99,99.9,2.5,9,1
72,170,1605.140952,-0.18,0.01,5.722,7.15,-1.2,20.7,20.93,291.79,999.99,0.0,0.0,1,1
72,171,1604.85227,-0.17,0.01,5.727,5.94,-0.29,20.87,19.87,300.15,999.99,99.9,0.5,9,-1
72,172,1605.243588,-0.17,0.0,5.736,6.32,0.39,999.99,19.74,307.83,999.99,0.0,0.0,1,1
73,79,1178.030008,-0.11,-0.01,5.118,2.43,999.99,-1.76,999.99,-8.3,999.99,99.9,1.0,9,1
73,80,1192.821326,-0.11,-0.01,5.121,2.19,14.79,-1.66,999.99,-15.02,999.99,99.9,5.5,9,-1
73,81,1201.992644,0.0,0.0,5.116,0.0,9.17,-4.34,-8.08,-16.12,999.99,99.9,1.0,9,1
