Z,N,BE,QDE2t,QDE3t,QDE4t,QDE6t,QDB2t,QDB3t,QDB4t,QDB6t,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
81,130,1645.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.16,-8.07,-5.81,-8.07,-6.18,,
81,131,1648.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.98,-6.96,-1.04,-6.96,-1.4,,
81,132,1653.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.85,-5.89,2.29,-5.89,1.95,,
81,133,1656.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.78,-4.89,7.2,-4.89,6.89,,
81,134,1661.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.77,-3.93,10.68,-3.93,10.4,,
81,135,1664.33,0.02,0.05,-0.01,0.0,0.022,-0.068,0.013,0.002,-4.38,-3.07,15.7,-3.04,15.48,,
81,136,1668.82,0.03,0.06,0.0,0.0,0.033,-0.081,0.002,0.002,-3.74,-2.27,19.28,-2.23,19.11,,
81,137,1671.86,0.05,0.06,-0.01,0.0,0.055,-0.082,0.014,0.003,-3.13,-1.64,24.32,-1.6,24.19,,
81,138,1676.24,0.06,0.05,-0.01,0.0,0.065,-0.068,0.014,0.002,-2.22,-0.98,28.01,-0.95,27.92,,
81,139,1679.19,0.07,0.06,-0.01,0.01,0.076,-0.082,0.016,-0.007,-1.94,-0.5,33.13,-0.46,33.1,,
81,140,1683.44,0.07,0.05,-0.01,0.0,0.076,-0.068,0.015,0.003,-1.11,0.04,36.95,0.07,36.95,,
81,141,1686.21,0.15,0.0,-0.06,0.0,0.162,0.0,0.084,0.013,-2.07,0.47,42.25,0.61,42.42,,
81,142,1690.48,0.16,0.0,-0.05,0.0,0.172,0.0,0.073,0.012,-1.51,0.76,46.05,0.87,46.26,,
81,143,1693.68,0.16,0.0,-0.05,0.0,0.172,0.0,0.073,0.012,-1.6,0.53,50.93,0.64,51.19,,
81,144,1697.8,0.17,0.0,-0.05,0.01,0.183,0.0,0.075,0.002,-1.41,0.74,54.88,0.85,55.21,,
81,145,1700.67,0.17,0.0,-0.04,0.01,0.183,0.0,0.062,0.0,-1.28,0.61,60.08,0.69,60.44,,
81,146,1704.59,0.19,0.0,-0.03,0.01,0.205,0.0,0.053,-0.001,-1.09,0.8,64.23,0.85,64.65,,
81,147,1707.44,0.2,0.0,-0.03,0.02,0.216,0.0,0.056,-0.011,-1.6,0.47,69.46,0.55,69.97,,
81,148,1711.29,0.2,0.0,-0.02,0.02,0.216,0.0,0.043,-0.013,-1.39,0.51,73.68,0.58,74.27,,
81,149,1714.02,0.22,0.0,-0.01,0.02,0.238,0.0,0.035,-0.015,-1.97,0.09,79.01,0.13,79.67,,
81,150,1717.7,0.22,0.0,0.0,0.02,0.239,0.0,0.023,-0.018,-1.88,0.08,83.4,0.13,84.16,,
81,151,1720.19,0.22,0.0,0.0,0.02,0.239,0.0,0.023,-0.018,-2.27,-0.3,88.99,-0.25,89.83,,
81,152,1723.51,0.22,0.0,0.01,0.02,0.24,0.0,0.011,-0.021,-2.09,-0.17,93.73,-0.1,94.69,,
81,153,1725.52,0.22,0.0,0.02,0.01,0.24,0.0,-0.002,-0.013,-2.13,-0.26,99.8,-0.25,100.81,,
81,154,1728.57,0.22,0.0,0.02,0.01,0.24,0.0,-0.002,-0.013,-1.87,-0.06,104.82,-0.04,105.94,,
81,155,1730.44,0.22,0.0,0.03,0.01,0.241,0.0,-0.014,-0.016,-2.08,-0.22,111.03,-0.19,112.27,,
81,156,1733.32,0.19,0.0,0.02,0.01,0.206,0.0,-0.008,-0.013,-1.48,-0.05,116.21,-0.03,117.56,,
81,157,1735.17,0.19,0.0,0.03,0.0,0.207,0.0,-0.021,-0.006,-1.84,-0.37,122.44,-0.37,123.9,,
81,158,1737.95,0.18,0.0,0.04,0.0,0.196,0.0,-0.034,-0.007,-1.88,-0.3,127.72,-0.25,129.35,,
81,159,1739.79,0.19,0.0,0.04,0.0,0.207,0.0,-0.033,-0.008,-2.41,-0.81,133.96,-0.77,135.7,,
81,160,1742.63,0.18,0.0,0.05,0.0,0.197,0.0,-0.046,-0.009,-2.67,-0.98,139.19,-0.89,141.12,,
81,161,1744.2,0.18,0.0,0.05,-0.01,0.197,0.0,-0.047,0.0,-3.14,-1.4,145.69,-1.31,147.75,,
81,162,1746.84,0.18,0.0,0.06,-0.01,0.197,0.0,-0.059,-0.002,-3.52,-1.56,151.12,-1.41,153.38,,
81,163,1748.13,0.17,0.0,0.06,-0.01,0.186,0.0,-0.061,-0.001,-3.75,-1.88,157.9,-1.73,160.31,,
81,164,1750.16,0.16,0.0,0.06,-0.01,0.175,0.0,-0.062,-0.001,-3.51,-1.61,163.95,-1.45,166.52,,
81,165,1751.4,-0.13,0.0,0.01,0.0,-0.135,0.0,-0.005,0.001,-3.1,-2.05,170.78,-2.06,173.34,,
81,166,1753.94,-0.13,0.0,0.01,0.0,-0.135,0.0,-0.005,0.001,-3.46,-2.48,176.31,-2.48,179.02,,
81,167,1755.17,-0.13,0.0,0.01,0.0,-0.135,0.0,-0.005,0.001,-4.11,-3.08,183.15,-3.09,186.03,,
81,168,1757.53,-0.13,0.0,0.01,0.0,-0.135,0.0,-0.005,0.001,-4.53,-3.5,188.86,-3.5,191.91,,
81,169,1758.69,-0.13,0.0,0.01,0.0,-0.135,0.0,-0.005,0.001,-5.25,-4.2,195.77,-4.21,198.99,,
81,170,1760.86,-0.13,0.0,0.01,-0.01,-0.135,0.0,-0.004,0.011,-5.66,-4.59,201.67,-4.58,205.1,,
81,171,1761.85,-0.13,0.0,0.01,-0.01,-0.135,0.0,-0.004,0.011,-6.37,-5.29,208.76,-5.27,212.36,,
81,172,1763.72,-0.13,0.0,0.01,-0.01,-0.135,0.0,-0.004,0.011,-6.63,-5.56,214.95,-5.54,218.74,,
81,173,1764.57,-0.12,0.0,0.02,0.0,-0.125,0.0,-0.017,0.003,-7.3,-6.27,222.18,-6.26,226.15,,
81,174,1766.23,-0.12,0.0,0.02,0.0,-0.125,0.0,-0.017,0.003,-7.5,-6.49,228.58,-6.48,232.76,,
81,175,1766.97,-0.1,0.0,0.02,0.0,-0.105,0.0,-0.019,0.002,-8.12,-7.24,235.92,-7.23,240.3,,
81,176,1768.56,-0.1,0.0,0.03,0.0,-0.105,0.0,-0.031,0.004,-8.51,-7.54,242.4,-7.49,247.02,,
81,177,1769.08,-0.1,0.0,0.03,0.0,-0.105,0.0,-0.031,0.004,-9.23,-8.25,249.95,-8.2,254.77,,
81,178,1770.34,-0.08,0.0,0.03,0.0,-0.084,0.0,-0.032,0.003,-9.32,-8.37,256.77,-8.31,261.82,,
81,179,1770.57,-0.07,0.01,0.03,0.01,-0.073,-0.013,-0.033,-0.007,-9.9,-8.92,264.61,-8.85,269.9,,
81,180,1771.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8,-8.88,271.75,-8.88,277.19,,
81,181,1771.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.64,-9.67,279.5,-9.67,285.17,,
81,182,1772.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.93,-9.93,286.48,-9.93,292.38,,
81,183,1772.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.61,-10.57,294.52,-10.57,300.67,,
81,184,1773.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.58,-10.53,301.95,-10.53,308.34,,
81,185,1771.96,-0.01,0.0,0.0,0.0,-0.011,0.0,0.0,0.0,-10.67,-9.66,311.64,-9.67,318.27,,
81,186,1771.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.89,-8.9,319.93,-8.9,326.82,,
81,187,1769.78,0.01,0.03,0.0,0.0,0.011,-0.04,0.0,0.001,-8.92,-7.84,329.96,-7.82,337.12,,
81,188,1769.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.77,-6.87,338.6,-6.87,346.01,,
82,93,1334.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.13,-1.38,14.32,-1.38,15.39,,
82,94,1346.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.59,-0.87,9.98,-0.87,10.97,,
82,95,1356.47,0.0,0.02,0.0,0.0,0.0,-0.027,0.0,0.0,-1.09,-0.34,8.0,-0.34,8.91,,
82,96,1368.62,0.01,0.02,0.0,0.0,0.011,-0.027,0.0,0.0,-0.76,-0.03,3.92,3.57,0.024,-0.03,4.75
82,97,1378.4,0.01,0.04,0.0,0.0,0.011,-0.054,0.001,0.001,-0.58,0.35,2.22,0.34,2.97,,
82,98,1390.33,0.0,0.03,0.0,0.0,0.0,-0.04,0.0,0.001,-0.32,0.44,-1.64,-1.94,0.021,0.44,-0.96
82,99,1399.78,0.02,0.03,0.0,0.0,0.022,-0.04,0.001,0.001,-0.02,0.72,-3.03,-3.14,0.09,0.72,-2.42
82,100,1411.43,0.01,0.02,0.0,0.0,0.011,-0.027,0.0,0.0,0.05,0.68,-6.6,-6.83,0.014,0.68,-6.06
82,101,1420.58,-0.01,0.04,-0.01,0.0,-0.01,-0.054,0.013,0.001,0.01,0.87,-7.68,-7.57,0.028,0.87,-7.2
82,102,1431.91,0.0,0.02,-0.01,0.0,0.0,-0.027,0.012,0.0,0.12,0.73,-10.94,-11.05,0.014,0.73,-10.52
82,103,1440.83,-0.01,0.01,0.0,0.0,-0.01,-0.013,0.0,0.0,0.28,0.74,-11.79,-11.54,0.016,0.74,-11.44
82,104,1451.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.55,-14.7,-14.68,0.011,0.55,-14.42
82,105,1460.48,0.01,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.45,-15.29,-14.98,0.008,0.45,-15.06
82,106,1471.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.16,-17.92,-17.82,0.011,0.16,-17.74
82,107,1479.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.53,-0.08,-18.27,-17.88,0.034,-0.09,-18.15
82,108,1490.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.95,-0.47,-20.61,-20.42,0.012,-0.47,-20.54
82,109,1498.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.28,-0.79,-20.68,-20.25,0.039,-0.79,-20.66
82,110,1508.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87,-1.32,-22.81,-22.56,0.013,-1.32,-22.83
82,111,1516.14,0.02,0.0,0.0,0.0,0.021,0.0,0.0,0.0,-2.26,-1.64,-22.53,-22.19,0.05,-1.64,-22.6
82,112,1526.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.99,-2.37,-24.49,-24.21,0.017,-2.37,-24.6
82,113,1533.68,0.03,0.0,0.0,0.0,0.032,0.0,0.0,0.0,-3.48,-2.73,-23.92,-23.71,0.023,-2.74,-24.07
82,114,1543.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.28,-3.59,-25.66,-25.36,0.014,-3.59,-25.83
82,115,1550.84,0.01,0.0,0.0,0.0,0.011,0.0,0.0,0.0,-4.88,-4.14,-24.94,-24.75,0.006,-4.14,-25.15
82,116,1560.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.69,-4.94,-26.29,-26.05,0.015,-4.94,-26.53
82,117,1567.38,0.01,0.0,0.0,0.0,0.011,0.0,0.0,0.0,-6.39,-5.57,-25.34,-25.23,0.026,-5.57,-25.61
82,118,1576.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.22,-6.4,-26.38,-26.24,0.011,-6.4,-26.68
82,119,1583.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.04,-7.18,-25.26,-25.26,0.022,-7.19,-25.58
82,120,1592.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.91,-7.98,-25.96,-25.93,0.008,-7.98,-26.29
82,121,1598.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.82,-8.82,-24.59,-24.79,0.007,-8.82,-24.94
82,122,1607.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.74,-9.65,-25.0,-25.11,0.001,-9.65,-25.37
82,123,1613.9,-0.01,0.0,0.01,0.0,-0.01,0.0,-0.012,0.0,-11.73,-10.57,-23.43,-23.77,0.001,-10.57,-23.8
82,124,1622.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.66,-11.41,-23.54,-23.78,0.001,-11.41,-23.92
82,125,1628.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.66,-12.34,-21.69,-22.45,0.001,-12.34,-22.08
82,126,1635.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.93,-12.58,-20.92,-21.75,0.001,-12.59,-21.31
82,127,1639.62,-0.01,0.0,0.0,0.0,-0.011,0.0,0.0,0.0,-12.88,-11.6,-16.87,-17.61,0.002,-11.61,-17.25
82,128,1645.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.85,-10.6,-14.56,-14.73,0.002,-10.6,-14.95
82,129,1648.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.51,-9.33,-9.94,-10.49,0.003,-9.33,-10.32
82,130,1654.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.3,-8.18,-7.21,-7.55,0.002,-8.18,-7.57
82,131,1657.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.1,-7.04,-2.46,-3.18,0.008,-7.04,-2.81
82,132,1662.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.98,-5.98,0.46,-0.18,0.002,-5.98,0.13
82,133,1665.85,0.0,0.02,0.0,0.0,0.0,-0.027,0.0,0.0,-5.98,-4.97,5.33,-4.97,5.03,,
82,134,1670.84,0.01,0.04,0.0,0.0,0.011,-0.054,0.001,0.001,-5.22,-4.01,8.41,-4.0,8.14,,
82,135,1674.03,0.02,0.07,-0.01,0.01,0.023,-0.094,0.014,-0.006,-5.07,-3.26,13.29,-3.21,13.09,,
82,136,1678.91,0.01,0.06,0.0,0.0,0.012,-0.081,0.002,0.002,-3.91,-2.44,16.49,-2.41,16.3,,
82,137,1681.9,0.03,0.07,-0.01,0.0,0.034,-0.095,0.014,0.004,-3.47,-1.74,21.57,-1.69,21.43,,
82,138,1686.7,0.01,0.07,-0.01,0.0,0.013,-0.095,0.014,0.003,-2.73,-1.1,24.84,-1.05,24.74,,
82,139,1689.56,0.03,0.07,-0.01,0.01,0.034,-0.094,0.014,-0.006,-2.11,-0.5,30.05,-0.44,30.0,,
82,140,1694.2,0.01,0.07,0.0,0.01,0.013,-0.094,0.002,-0.007,-1.44,0.05,33.48,0.11,33.48,,
82,141,1696.97,0.15,0.0,-0.06,0.0,0.162,0.0,0.084,0.013,-2.01,0.5,38.78,0.65,38.92,,
82,142,1701.62,0.16,0.0,-0.06,0.0,0.173,0.0,0.085,0.014,-1.82,0.8,42.2,0.96,42.41,,
82,143,1704.67,0.16,0.0,-0.05,0.0,0.172,0.0,0.073,0.012,-1.51,0.75,47.23,0.86,47.44,,
82,144,1709.33,0.17,0.0,-0.05,0.01,0.183,0.0,0.075,0.002,-1.34,0.79,50.63,0.91,50.91,,
82,145,1712.21,0.18,0.0,-0.04,0.01,0.194,0.0,0.064,0.001,-1.3,0.69,55.83,0.77,56.13,,
82,146,1716.57,0.19,0.0,-0.04,0.02,0.204,0.0,0.066,-0.009,-1.28,0.81,59.54,0.93,59.95,,
82,147,1719.39,0.2,0.0,-0.03,0.02,0.216,0.0,0.056,-0.011,-1.47,0.55,64.79,0.64,65.24,,
82,148,1723.58,0.22,0.0,-0.02,0.02,0.238,0.0,0.047,-0.012,-1.46,0.62,68.67,0.69,69.18,,
82,149,1726.32,0.22,0.0,-0.01,0.02,0.238,0.0,0.035,-0.015,-1.78,0.22,74.0,0.28,74.58,,
82,150,1730.34,0.22,0.0,-0.01,0.02,0.238,0.0,0.035,-0.015,-1.73,0.25,78.06,0.31,78.73,,
82,151,1732.86,0.22,0.0,0.0,0.02,0.239,0.0,0.023,-0.018,-2.06,-0.14,83.61,-0.08,84.36,,
82,152,1736.52,0.22,0.0,0.01,0.02,0.24,0.0,0.011,-0.021,-1.85,0.03,88.02,0.1,88.88,,
82,153,1738.57,0.22,0.0,0.01,0.02,0.24,0.0,0.011,-0.021,-1.96,-0.09,94.04,-0.03,94.98,,
82,154,1741.9,0.22,0.0,0.02,0.01,0.24,0.0,-0.002,-0.013,-1.56,0.2,98.78,0.23,99.79,,
82,155,1743.68,0.22,0.0,0.02,0.01,0.24,0.0,-0.002,-0.013,-1.64,0.15,105.07,0.17,106.17,,
82,156,1746.9,0.19,0.0,0.02,0.01,0.206,0.0,-0.008,-0.013,-1.11,0.35,109.92,0.38,111.15,,
82,157,1748.7,0.19,0.0,0.03,0.0,0.207,0.0,-0.021,-0.006,-1.42,0.09,116.19,0.1,117.52,,
82,158,1751.88,0.18,0.0,0.03,0.0,0.196,0.0,-0.023,-0.005,-1.33,0.13,121.09,0.16,122.54,,
82,159,1753.69,0.19,0.0,0.04,0.0,0.207,0.0,-0.033,-0.008,-1.96,-0.33,127.35,-0.28,128.94,,
82,160,1756.81,0.18,0.0,0.04,0.0,0.196,0.0,-0.034,-0.007,-1.96,-0.43,132.29,-0.37,134.02,,
82,161,1758.46,0.18,0.0,0.05,-0.01,0.197,0.0,-0.047,0.0,-2.63,-0.91,138.72,-0.82,140.61,,
82,162,1761.44,0.18,0.0,0.06,-0.01,0.197,0.0,-0.059,-0.002,-2.97,-1.05,143.81,-0.9,145.9,,
82,163,1762.74,0.17,0.0,0.06,-0.01,0.186,0.0,-0.061,-0.001,-3.19,-1.37,150.58,-1.22,152.81,,
82,164,1765.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.66,-1.36,156.0,-1.36,158.22,,
82,165,1766.76,-0.01,0.0,0.0,0.0,-0.011,0.0,0.0,0.0,-2.23,-1.93,162.7,-1.93,165.07,,
82,166,1769.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.58,-2.21,168.02,-2.21,170.54,,
82,167,1770.6,0.02,0.0,-0.01,0.0,0.021,0.0,0.012,0.0,-3.18,-2.66,175.01,-2.65,177.69,,
82,168,1773.22,-0.02,0.0,0.0,0.0,-0.021,0.0,0.0,0.0,-3.53,-2.98,180.46,-2.98,183.3,,
82,169,1774.48,-0.13,0.0,0.01,0.0,-0.135,0.0,-0.005,0.001,-4.8,-3.78,187.27,-3.79,190.26,,
82,170,1776.98,-0.13,0.0,0.01,-0.01,-0.135,0.0,-0.004,0.011,-5.18,-4.15,192.84,-4.13,196.04,,
82,171,1777.98,-0.13,0.0,0.01,-0.01,-0.135,0.0,-0.004,0.011,-5.9,-4.85,199.91,-4.83,203.28,,
82,172,1780.18,-0.13,0.0,0.01,-0.01,-0.135,0.0,-0.004,0.011,-6.14,-5.11,205.78,-5.09,209.33,,
82,173,1780.95,-0.12,0.0,0.02,0.0,-0.125,0.0,-0.017,0.003,-6.73,-5.73,213.08,-5.72,216.8,,
82,174,1782.91,-0.01,0.0,0.0,0.0,-0.011,0.0,0.0,0.0,-6.45,-5.91,219.19,-5.91,223.09,,
82,175,1783.68,-0.12,0.0,0.02,0.0,-0.125,0.0,-0.017,0.003,-7.64,-6.69,226.5,-6.68,230.6,,
82,176,1785.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.47,-6.93,232.71,-6.93,237.0,,
82,177,1786.02,0.02,0.0,0.0,0.0,0.021,0.0,0.0,0.0,-8.2,-7.58,240.3,-7.58,244.79,,
82,178,1787.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.55,-7.7,246.78,-7.71,251.47,,
82,179,1788.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.35,-8.45,254.42,-8.45,259.33,,
82,180,1789.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.69,-8.76,260.88,-8.76,266.0,,
82,181,1789.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.5,-9.52,268.65,-9.52,273.99,,
82,182,1791.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.76,-9.76,275.33,-9.76,280.9,,
82,183,1791.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.41,-10.37,283.4,-10.37,289.2,,
82,184,1792.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.35,-10.3,290.53,-10.31,296.57,,
82,185,1790.65,-0.01,0.0,0.0,0.0,-0.011,0.0,0.0,0.0,-10.42,-9.42,300.24,-9.42,306.51,,
82,186,1790.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.66,-8.67,308.19,-8.67,314.71,,
82,187,1788.85,0.01,0.04,0.0,0.0,0.011,-0.054,0.001,0.001,-8.83,-7.64,318.18,-7.61,324.98,,
82,188,1788.63,0.01,0.05,0.0,0.0,0.012,-0.067,0.001,0.002,-7.98,-6.7,326.47,-6.65,333.55,,
82,189,1787.18,0.02,0.08,-0.01,0.0,0.024,-0.109,0.015,0.005,-8.15,-6.28,335.99,-6.14,343.41,,
82,190,1787.1,0.03,0.09,-0.01,0.0,0.035,-0.123,0.016,0.006,-7.7,-5.61,344.15,-5.44,351.87,,
82,191,1785.69,0.03,0.09,-0.01,0.0,0.035,-0.123,0.016,0.006,-7.42,-5.36,353.63,-5.19,361.61,,
83,95,1353.29,0.07,0.07,-0.01,0.0,0.077,-0.096,0.016,0.004,-1.23,0.28,18.48,0.26,19.55,,
83,96,1365.37,0.07,0.07,-0.01,0.0,0.077,-0.096,0.016,0.004,-0.73,0.72,14.46,0.71,15.46,,
83,97,1375.62,0.05,0.07,-0.01,0.0,0.055,-0.095,0.015,0.004,-0.3,1.09,12.28,1.08,13.19,,
83,98,1387.43,0.05,0.07,-0.01,0.0,0.055,-0.095,0.015,0.004,0.03,1.38,8.55,1.38,9.39,,
83,99,1397.67,0.27,0.0,-0.01,0.01,0.294,0.0,0.045,-0.003,-0.77,1.35,6.38,1.27,7.07,,
83,100,1409.28,0.28,0.0,0.0,0.01,0.306,0.0,0.036,-0.006,-0.79,1.4,2.84,1.33,3.46,,
83,101,1419.19,0.28,0.0,0.01,0.01,0.307,0.0,0.023,-0.009,-0.92,1.3,1.0,1.21,1.54,,
83,102,1430.29,0.28,0.0,0.01,0.01,0.307,0.0,0.023,-0.009,-0.81,1.44,-2.04,1.37,-1.54,,
83,103,1439.86,0.27,0.0,0.02,0.01,0.296,0.0,0.009,-0.013,-0.85,1.28,-3.53,-3.17,0.077,1.2,-3.11
83,104,1450.53,0.27,0.0,0.03,0.0,0.297,0.0,-0.005,-0.007,-0.68,1.45,-6.13,-6.37,0.015,1.39,-5.76
83,105,1459.82,-0.19,0.0,0.0,0.0,-0.196,0.0,0.014,-0.001,-0.27,1.19,-7.35,-7.2,0.05,1.15,-7.02
83,106,1470.54,-0.19,0.0,0.0,0.0,-0.196,0.0,0.014,-0.001,-0.58,0.93,-9.99,-10.06,0.054,0.9,-9.71
83,107,1479.45,-0.19,0.0,0.0,0.0,-0.196,0.0,0.014,-0.001,-0.88,0.66,-10.84,-10.9,0.185,0.62,-10.62
83,108,1489.79,-0.19,0.0,0.0,0.0,-0.196,0.0,0.014,-0.001,-1.13,0.4,-13.11,-13.24,0.007,0.37,-12.94
83,109,1498.42,0.08,0.0,-0.01,0.0,0.085,0.0,0.015,0.001,-0.66,0.05,-13.66,-13.55,0.033,0.04,-13.52
83,110,1508.59,0.07,0.0,-0.01,0.0,0.075,0.0,0.014,0.001,-1.14,-0.41,-15.76,-15.87,0.01,-0.41,-15.67
83,111,1516.93,0.06,0.0,-0.01,0.0,0.064,0.0,0.014,0.001,-1.56,-0.82,-16.02,-15.99,0.049,-0.82,-15.98
83,112,1527.23,-0.05,0.0,-0.01,0.0,-0.052,0.0,0.013,-0.001,-2.17,-1.77,-18.26,-18.02,0.006,-1.77,-18.26
83,113,1534.93,0.05,0.0,-0.01,0.0,0.053,0.0,0.013,0.001,-2.68,-1.89,-17.88,-18.01,0.024,-1.89,-17.93
83,114,1544.98,-0.05,0.0,-0.01,0.0,-0.052,0.0,0.013,-0.001,-3.45,-2.94,-19.87,-19.69,0.008,-2.94,-19.95
83,115,1552.83,-0.05,0.0,-0.01,0.0,-0.052,0.0,0.013,-0.001,-4.08,-3.54,-19.65,-19.37,0.028,-3.55,-19.76
83,116,1562.21,-0.05,0.0,-0.01,0.0,-0.052,0.0,0.013,-0.001,-4.88,-4.26,-20.96,-20.8,0.012,-4.26,-21.11
83,117,1569.79,-0.04,0.0,-0.01,0.0,-0.042,0.0,0.012,-0.001,-5.56,-4.92,-20.47,-20.37,0.024,-4.92,-20.65
83,118,1578.91,-0.05,0.0,-0.01,0.0,-0.052,0.0,0.013,-0.001,-6.41,-5.7,-21.51,-21.42,0.015,-5.7,-21.72
83,119,1586.35,-0.05,0.0,0.0,0.0,-0.052,0.0,0.001,0.0,-7.21,-6.54,-20.88,-20.73,0.02,-6.54,-21.12
83,120,1595.07,-0.04,0.0,0.0,0.0,-0.042,0.0,0.001,0.0,-7.98,-7.24,-21.52,-21.54,0.022,-7.25,-21.79
83,121,1602.3,-0.05,0.0,0.0,0.0,-0.052,0.0,0.001,0.0,-9.0,-8.18,-20.68,-20.67,0.026,-8.19,-20.97
83,122,1610.67,-0.04,0.0,0.0,0.0,-0.042,0.0,0.001,0.0,-9.77,-8.85,-20.98,-21.06,0.007,-8.85,-21.28
83,123,1617.46,-0.03,0.0,0.0,0.0,-0.032,0.0,0.0,0.0,-10.69,-9.65,-19.7,-20.03,0.008,-9.65,-20.02
83,124,1625.63,-0.02,0.0,0.0,0.0,-0.021,0.0,0.0,0.0,-11.59,-10.43,-19.8,-20.05,0.002,-10.43,-20.13
83,125,1632.23,-0.01,0.0,0.0,0.0,-0.011,0.0,0.0,0.0,-12.58,-11.33,-18.33,-18.87,0.002,-11.33,-18.67
83,126,1639.56,-0.01,0.0,0.0,0.0,-0.011,0.0,0.0,0.0,-12.83,-11.56,-17.59,-18.26,0.001,-11.56,-17.93
83,127,1644.11,-0.02,0.0,-0.01,0.0,-0.021,0.0,0.012,0.0,-11.92,-10.69,-14.06,-14.79,0.001,-10.69,-14.41
83,128,1649.84,-0.01,0.0,-0.01,0.0,-0.01,0.0,0.012,0.0,-10.82,-9.62,-11.73,-11.86,0.005,-9.62,-12.08
83,129,1653.82,-0.01,0.0,0.0,0.0,-0.011,0.0,0.0,0.0,-9.5,-8.46,-7.64,-8.12,0.002,-8.46,-7.98
83,130,1659.14,-0.01,0.0,-0.01,0.0,-0.01,0.0,0.012,0.0,-8.31,-7.24,-4.88,-5.23,0.005,-7.24,-5.22
83,131,1662.88,-0.01,0.0,-0.01,0.0,-0.01,0.0,0.012,0.0,-7.12,-6.12,-0.56,-1.2,0.011,-6.12,-0.88
83,132,1668.16,-0.02,0.0,-0.01,0.0,-0.021,0.0,0.012,0.0,-6.05,-5.14,2.24,1.65,0.015,-5.14,1.93
83,133,1671.86,0.04,0.09,-0.02,0.0,0.046,-0.123,0.028,0.007,-6.91,-4.24,6.61,5.87,0.011,-4.17,6.39
83,134,1676.99,0.04,0.08,-0.02,0.0,0.045,-0.109,0.027,0.006,-5.65,-3.39,9.55,-3.33,9.34,,
