Z,N,BE,QDE2t,QDE3t,QDE4t,QDE6t,QDB2t,QDB3t,QDB4t,QDB6t,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
8,8,128.03,-0.03,0.2,0.12,-0.02,-0.01,-0.258,-0.122,0.047,-0.62,2.42,-5.15,-4.74,0.0,2.4,-3.66
8,9,132.45,0.05,0.01,-0.12,-0.02,0.061,-0.014,0.152,0.035,1.82,3.74,-1.49,-0.81,0.0,3.71,-0.04
8,10,141.84,0.01,0.0,-0.04,0.02,0.01,0.0,0.048,-0.019,1.6,3.42,-2.81,-0.78,0.001,3.42,-1.39
8,11,144.95,-0.01,0.0,-0.04,0.02,-0.01,0.0,0.047,-0.02,2.23,3.78,2.15,3.34,0.003,3.78,3.46
8,12,152.98,0.01,0.0,0.02,-0.02,0.01,0.0,-0.024,0.02,1.1,2.52,2.19,3.8,0.001,2.52,3.36
8,13,155.15,0.09,0.0,0.03,-0.03,0.096,0.0,-0.034,0.027,0.37,2.02,8.09,8.06,0.012,2.05,9.11
8,14,161.39,0.0,0.0,-0.01,0.03,0.0,0.0,0.012,-0.03,-1.14,0.73,9.92,9.28,0.057,0.76,10.75
8,15,162.16,0.0,0.0,0.0,0.03,0.0,0.0,0.0,-0.029,-1.89,0.18,17.22,14.61,0.122,0.22,17.83
8,16,165.98,0.0,0.0,0.02,0.03,0.001,0.0,-0.023,-0.029,-2.09,-0.17,21.48,19.07,0.236,-0.1,21.9
8,17,164.91,0.04,0.0,0.02,0.03,0.043,0.0,-0.022,-0.03,-2.03,-0.06,30.61,0.02,30.82,,
8,18,167.41,0.0,0.0,0.0,0.03,0.0,0.0,0.0,-0.029,-2.06,-0.33,36.19,-0.25,36.16,,
8,19,165.5,-0.02,0.0,0.0,0.03,-0.021,0.0,0.0,-0.029,-2.57,-0.35,46.17,-0.26,45.93,,
8,20,166.82,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.03,-2.87,-0.48,52.92,-0.37,52.47,,
8,21,163.92,0.08,0.0,-0.05,-0.03,0.087,0.0,0.064,0.037,-2.1,-0.34,63.89,0.05,63.5,,
8,22,165.12,0.1,0.0,-0.1,-0.03,0.114,0.0,0.131,0.049,-1.84,-1.22,70.76,0.0,70.99,,
8,23,162.45,0.18,0.0,-0.12,-0.04,0.205,0.0,0.17,0.081,-2.15,-2.01,81.5,0.3,82.64,,
8,24,162.41,0.19,0.0,-0.12,-0.04,0.216,0.0,0.172,0.083,-2.01,-2.4,89.61,0.22,90.88,,
8,25,156.45,0.22,0.0,-0.05,0.0,0.238,0.0,0.083,0.017,-1.64,-0.5,103.64,-0.03,102.6,,
8,26,155.44,0.17,0.0,0.04,0.04,0.187,0.0,-0.032,-0.046,-1.39,-0.57,112.72,0.1,111.74,,
8,27,153.57,-0.28,0.0,-0.1,0.04,-0.284,0.0,0.137,-0.068,-2.62,-3.28,122.67,-0.7,123.47,,
8,28,152.82,-0.32,0.0,-0.12,0.04,-0.322,0.0,0.167,-0.078,-3.4,-4.18,131.49,-0.39,133.39,,
8,29,146.1,-0.27,0.0,-0.06,0.04,-0.276,0.0,0.09,-0.056,-3.07,-2.51,146.28,-0.82,145.99,,
8,30,143.61,-0.2,0.0,0.05,-0.04,-0.208,0.0,-0.038,0.047,-2.61,-2.15,156.84,-1.14,155.81,,
8,31,138.81,-0.2,0.0,0.06,-0.04,-0.209,0.0,-0.049,0.049,-3.07,-2.8,169.71,-1.59,168.83,,
8,32,138.21,-0.15,0.0,0.12,-0.04,-0.158,0.0,-0.124,0.06,-3.12,-4.78,178.38,-1.85,179.2,,
8,33,133.19,-0.15,0.0,0.12,-0.05,-0.159,0.0,-0.124,0.069,-3.26,-5.55,191.48,-2.12,192.79,,
8,34,128.4,-0.17,0.0,0.08,-0.05,-0.179,0.0,-0.076,0.062,-2.66,-3.74,204.34,-1.49,204.49,,
9,8,129.22,0.05,0.0,-0.12,-0.02,0.061,0.0,0.152,0.035,1.24,3.14,0.95,1.95,0.0,3.11,2.01
9,9,136.73,0.16,0.0,-0.12,-0.02,0.18,0.0,0.165,0.054,2.93,6.08,1.51,0.87,0.001,5.93,0.85
9,10,148.51,0.24,0.0,-0.12,0.02,0.262,0.0,0.18,0.025,2.43,5.87,-2.19,-1.49,0.0,5.77,-1.12
9,11,154.18,0.26,0.0,-0.1,0.02,0.283,0.0,0.159,0.021,2.83,6.25,0.2,-0.02,0.0,6.14,1.23
9,12,162.95,0.25,0.0,-0.05,0.03,0.27,0.0,0.092,-0.01,2.15,4.98,-0.49,-0.05,0.002,4.96,0.55
9,13,167.59,0.21,0.0,-0.03,0.03,0.226,0.0,0.058,-0.02,2.04,4.39,2.93,2.79,0.012,4.36,3.87
9,14,174.7,0.11,0.0,-0.06,0.03,0.117,0.0,0.079,-0.021,1.07,2.85,3.9,3.33,0.08,2.91,4.77
9,15,177.6,0.09,0.0,-0.06,0.03,0.095,0.0,0.077,-0.023,0.52,2.36,9.07,7.56,0.072,2.43,9.8
9,16,181.85,0.11,0.0,-0.04,-0.03,0.119,0.0,0.054,0.037,0.19,2.1,12.89,11.27,0.098,2.2,13.47
9,17,182.8,0.11,0.0,0.0,-0.03,0.118,0.0,0.004,0.03,0.19,2.21,20.01,18.27,0.167,2.26,20.35
9,18,185.65,0.11,0.0,0.0,0.03,0.118,0.0,0.007,-0.03,0.1,2.05,25.24,24.93,0.377,2.12,25.4
9,19,185.9,0.08,0.0,-0.01,0.03,0.085,0.0,0.016,-0.029,-0.25,1.73,33.06,1.81,33.03,,
9,20,187.81,-0.03,0.0,-0.01,-0.03,-0.031,0.0,0.013,0.029,-0.56,1.39,39.21,1.48,39.0,,
9,21,187.13,0.1,0.0,-0.07,-0.03,0.111,0.0,0.091,0.042,-0.29,1.05,47.97,1.54,47.96,,
9,22,188.68,0.18,0.0,-0.12,-0.04,0.205,0.0,0.17,0.081,-1.0,0.15,54.49,1.87,55.52,,
9,23,186.52,0.21,0.0,-0.12,0.02,0.229,0.0,0.173,0.019,-1.22,0.46,64.72,1.61,65.0,,
9,24,187.0,0.23,0.0,-0.12,0.04,0.249,0.0,0.178,0.001,-1.43,-0.18,72.31,1.17,72.61,,
9,25,183.96,0.26,0.0,-0.08,0.04,0.281,0.0,0.133,-0.009,-1.36,0.31,83.42,1.13,83.03,,
9,26,182.94,0.24,0.0,-0.04,0.04,0.259,0.0,0.078,-0.025,-0.94,0.48,92.52,1.0,91.68,,
9,27,180.41,0.26,0.0,0.07,0.04,0.292,0.0,-0.049,-0.057,-1.32,-0.15,103.11,0.8,102.58,,
9,28,181.8,-0.3,0.0,-0.12,0.04,-0.302,0.0,0.163,-0.076,-2.5,-3.0,109.79,0.07,111.26,,
9,29,176.87,-0.27,0.0,-0.07,0.04,-0.275,0.0,0.102,-0.059,-2.14,-1.77,122.8,-0.13,122.74,,
9,30,174.05,-0.2,0.0,0.0,0.04,-0.206,0.0,0.013,-0.038,-1.43,-0.94,133.69,-0.41,132.44,,
9,31,171.84,-0.2,0.0,0.12,-0.04,-0.21,0.0,-0.115,0.064,-2.12,-2.9,143.98,-0.46,144.57,,
9,32,169.69,-0.2,0.0,0.12,-0.05,-0.21,0.0,-0.115,0.073,-1.93,-3.23,154.19,-0.25,155.27,,
9,33,164.46,-0.17,0.0,0.08,-0.05,-0.179,0.0,-0.076,0.062,-1.76,-2.59,167.49,-0.71,167.45,,
9,34,161.23,-0.17,0.0,0.08,-0.05,-0.179,0.0,-0.076,0.062,-1.37,-2.25,178.8,-0.26,178.86,,
9,35,157.42,-0.2,0.0,0.12,-0.05,-0.21,0.0,-0.115,0.073,-1.64,-3.41,190.67,-0.05,192.12,,
9,36,156.19,0.28,0.0,-0.12,-0.05,0.32,0.0,0.195,0.115,-2.06,-5.45,199.98,0.1,203.64,,
9,37,150.59,0.23,0.0,-0.12,-0.05,0.263,0.0,0.182,0.103,-2.08,-5.16,213.65,0.0,216.97,,
10,8,134.37,-0.01,0.0,0.12,-0.02,-0.008,0.0,-0.139,0.024,0.92,2.89,3.1,5.32,0.0,2.93,3.77
10,9,144.67,0.24,0.0,-0.12,-0.02,0.269,0.0,0.182,0.07,1.98,5.53,0.87,1.75,0.0,5.43,1.53
10,10,160.81,0.33,0.0,-0.12,0.02,0.364,0.0,0.207,0.046,0.8,5.14,-7.21,-7.04,0.0,5.08,-6.39
10,11,166.96,0.34,0.0,-0.08,0.03,0.372,0.0,0.157,0.016,1.5,5.81,-5.29,-5.73,0.0,5.69,-4.49
10,12,177.97,0.35,0.0,-0.03,0.03,0.384,0.0,0.096,-0.007,0.94,4.77,-8.23,-8.02,0.0,4.75,-7.34
10,13,182.69,0.29,0.0,-0.03,0.03,0.316,0.0,0.078,-0.014,1.78,4.77,-4.87,-5.15,0.0,4.74,-4.04
10,14,192.61,-0.06,0.0,-0.01,0.03,-0.063,0.0,0.013,-0.03,2.02,2.7,-6.72,-5.95,0.0,2.7,-5.93
10,15,195.62,0.05,0.0,0.0,0.03,0.053,0.0,0.002,-0.03,1.61,2.68,-1.66,-2.11,0.026,2.69,-0.98
10,16,202.25,0.11,0.0,0.05,0.03,0.121,0.0,-0.052,-0.035,1.16,2.15,-0.22,0.43,0.027,2.23,0.41
10,17,203.38,0.11,0.0,0.02,0.03,0.119,0.0,-0.017,-0.032,1.15,2.59,6.72,7.07,0.11,2.64,7.18
10,18,208.55,-0.02,0.0,0.0,0.03,-0.021,0.0,0.0,-0.029,1.07,2.06,9.62,11.24,0.147,2.1,9.91
10,19,208.71,-0.03,0.0,0.0,0.03,-0.031,0.0,0.0,-0.029,0.61,2.26,17.53,18.06,0.269,2.32,17.67
10,20,212.44,0.0,0.0,0.0,0.03,0.0,0.0,0.0,-0.029,0.01,1.94,21.87,23.1,0.571,2.01,21.85
10,21,212.33,0.1,0.0,-0.06,-0.04,0.111,0.0,0.079,0.051,0.44,1.4,30.06,1.83,30.23,,
10,22,215.27,0.23,0.0,-0.12,-0.03,0.259,0.0,0.18,0.08,-1.11,0.81,35.19,2.28,36.23,,
10,23,213.91,0.28,0.0,-0.11,0.04,0.304,0.0,0.178,0.008,-1.8,0.64,44.62,1.59,44.97,,
10,24,215.81,0.29,0.0,-0.1,0.04,0.315,0.0,0.168,0.005,-2.15,0.18,50.79,1.16,51.01,,
10,25,213.44,0.28,0.0,-0.07,0.04,0.303,0.0,0.126,-0.009,-1.77,0.28,61.23,0.93,60.97,,
10,26,213.97,0.29,0.0,-0.03,0.04,0.316,0.0,0.079,-0.024,-1.56,0.39,68.77,0.86,68.18,,
10,27,212.52,0.35,0.0,0.11,0.04,0.403,0.0,-0.068,-0.075,-2.61,-1.09,78.3,0.39,78.58,,
10,28,213.76,-0.3,0.0,-0.12,0.04,-0.302,0.0,0.163,-0.076,-2.49,-2.38,85.12,0.38,86.57,,
10,29,208.31,-0.27,0.0,-0.03,0.02,-0.276,0.0,0.059,-0.03,-1.79,-0.43,98.65,0.09,97.74,,
10,30,207.94,0.23,0.0,0.0,0.04,0.25,0.0,0.027,-0.037,-1.34,-0.72,107.09,-0.24,106.06,,
10,31,204.63,-0.17,0.0,0.05,-0.05,-0.178,0.0,-0.043,0.056,-1.36,-1.43,118.47,-0.38,117.92,,
10,32,203.55,-0.17,0.0,0.08,-0.05,-0.179,0.0,-0.076,0.062,-1.13,-1.56,127.62,0.09,127.6,,
10,33,199.89,-0.28,0.0,0.11,-0.05,-0.292,0.0,-0.086,0.075,-1.57,-2.36,139.35,0.21,140.21,,
10,34,196.56,0.21,0.0,0.08,-0.05,0.231,0.0,-0.083,0.031,-1.03,-0.72,150.76,0.44,150.17,,
10,35,195.47,0.28,0.0,-0.12,-0.05,0.32,0.0,0.195,0.115,-2.53,-4.5,159.92,0.38,163.04,,
10,36,192.93,0.28,0.0,-0.12,-0.04,0.318,0.0,0.194,0.103,-2.32,-4.09,170.53,0.45,173.32,,
10,37,186.34,0.32,0.0,-0.12,0.02,0.352,0.0,0.204,0.044,-2.49,-2.72,185.19,-0.16,186.03,,
10,38,183.8,0.32,0.0,-0.12,0.03,0.351,0.0,0.204,0.033,-2.25,-2.71,195.8,-0.14,196.69,,
10,39,178.88,0.32,0.0,-0.12,0.05,0.348,0.0,0.204,0.011,-2.45,-3.34,208.79,-0.74,209.76,,
10,40,175.78,0.3,0.0,-0.1,-0.01,0.332,0.0,0.169,0.062,-2.1,-3.12,219.96,-0.4,221.14,,
10,41,171.04,0.32,0.0,-0.12,0.06,0.347,0.0,0.205,0.0,-2.63,-4.21,232.78,-1.34,234.2,,
11,8,133.28,-0.01,0.0,0.12,0.02,-0.005,0.0,-0.138,-0.014,1.25,2.92,11.47,12.93,0.012,2.99,11.67
11,9,146.2,0.29,0.0,-0.11,0.02,0.317,0.0,0.18,0.031,1.7,5.55,6.62,6.85,0.007,5.39,6.83
11,10,162.95,0.34,0.0,-0.1,0.03,0.372,0.0,0.183,0.027,0.92,5.3,-2.06,-2.18,0.001,5.17,-1.67
11,11,172.93,0.35,0.0,-0.04,0.03,0.384,0.0,0.109,-0.002,1.72,6.08,-3.97,-5.18,0.0,5.91,-4.87
11,12,185.85,0.35,0.0,0.0,0.03,0.386,0.0,0.059,-0.021,1.21,5.2,-8.82,-9.53,0.0,5.1,-8.21
11,13,192.42,0.32,0.0,0.01,0.03,0.353,0.0,0.038,-0.027,2.33,5.62,-7.31,-8.42,0.0,5.51,-6.7
11,14,201.94,0.26,0.0,-0.01,0.02,0.283,0.0,0.044,-0.013,2.09,4.57,-8.76,-9.36,0.001,4.53,-8.09
11,15,207.09,0.24,0.0,0.02,0.03,0.263,0.0,0.004,-0.033,2.21,4.52,-5.84,-6.86,0.006,4.49,-5.22
11,16,214.29,0.25,0.0,0.06,0.03,0.278,0.0,-0.041,-0.044,1.51,3.97,-4.97,-5.52,0.004,4.02,-4.35
11,17,217.95,0.21,0.0,0.05,-0.03,0.23,0.0,-0.045,0.019,2.09,3.85,-0.56,-0.99,0.013,3.86,-0.06
11,18,223.78,-0.06,0.0,0.01,0.03,-0.063,0.0,-0.011,-0.028,2.42,3.14,1.68,2.66,0.013,3.16,2.07
11,19,225.85,-0.04,0.0,0.01,0.03,-0.042,0.0,-0.011,-0.029,2.07,3.27,7.69,8.36,0.025,3.31,7.95
11,20,229.86,0.0,0.0,0.0,0.04,0.0,0.0,0.0,-0.039,1.38,3.09,11.75,12.65,0.211,3.18,11.93
11,21,231.24,0.11,0.0,-0.05,-0.04,0.121,0.0,0.067,0.05,1.72,2.78,18.44,19.06,0.356,3.04,18.65
11,22,234.25,0.23,0.0,-0.12,0.04,0.249,0.0,0.178,0.001,0.09,2.47,23.49,24.89,0.875,3.21,24.01
11,23,234.92,0.27,0.0,-0.11,0.04,0.293,0.0,0.175,0.005,-0.97,1.9,30.9,2.6,31.24,,
11,24,237.09,0.29,0.0,-0.08,0.04,0.314,0.0,0.141,-0.004,-1.3,1.49,36.8,2.06,36.86,,
11,25,236.34,0.29,0.0,-0.04,0.04,0.315,0.0,0.091,-0.02,-1.12,1.48,45.62,1.82,45.31,,
11,26,237.49,0.3,0.0,0.0,0.04,0.329,0.0,0.045,-0.034,-1.1,1.25,52.54,1.58,52.08,,
11,27,237.37,0.35,0.0,0.1,0.04,0.401,0.0,-0.056,-0.071,-2.4,-0.13,60.74,0.93,60.87,,
11,28,238.04,0.35,0.0,0.11,0.04,0.403,0.0,-0.068,-0.075,-2.49,-0.61,68.14,0.74,68.44,,
11,29,235.49,0.28,0.0,0.05,0.04,0.312,0.0,-0.02,-0.052,-1.2,-0.22,78.76,0.41,78.22,,
11,30,234.64,0.22,0.0,0.01,0.05,0.24,0.0,0.014,-0.05,-0.69,0.17,87.68,0.79,87.04,,
11,31,231.93,0.22,0.0,0.01,0.05,0.24,0.0,0.014,-0.05,-0.72,0.15,98.46,0.79,97.75,,
11,32,230.84,0.22,0.0,0.0,0.05,0.239,0.0,0.026,-0.048,-0.54,0.2,107.62,0.86,106.86,,
11,33,227.6,0.22,0.0,0.01,0.05,0.24,0.0,0.014,-0.05,-0.57,0.19,118.93,0.91,118.16,,
11,34,225.76,0.22,0.0,0.06,-0.05,0.241,0.0,-0.057,0.035,-0.31,0.49,128.85,1.29,128.12,,
11,35,224.21,0.31,0.0,-0.08,-0.05,0.347,0.0,0.145,0.097,-1.68,-1.67,138.46,1.25,139.82,,
11,36,222.02,0.31,0.0,-0.07,-0.05,0.346,0.0,0.131,0.091,-1.46,-1.49,148.73,1.27,149.92,,
11,37,217.76,0.31,0.0,-0.12,0.03,0.339,0.0,0.2,0.03,-1.84,-1.35,161.06,0.77,161.6,,
11,38,215.72,0.33,0.0,-0.12,0.05,0.359,0.0,0.208,0.014,-1.81,-1.75,171.17,0.53,171.89,,
11,39,210.2,0.34,0.0,-0.05,-0.02,0.375,0.0,0.114,0.053,-1.74,-0.72,184.76,0.5,184.45,,
11,40,207.1,0.34,0.0,-0.05,0.0,0.374,0.0,0.115,0.032,-1.61,-0.42,195.94,0.38,195.26,,
11,41,202.72,0.33,0.0,-0.06,0.02,0.361,0.0,0.127,0.015,-1.96,-0.87,208.38,-0.09,207.76,,
11,42,200.93,0.31,0.0,-0.09,0.06,0.336,0.0,0.162,-0.016,-1.89,-2.23,218.25,-0.25,218.91,,
11,43,195.83,0.33,0.0,-0.06,0.06,0.359,0.0,0.131,-0.026,-2.17,-2.27,231.42,-0.78,231.69,,
11,44,192.31,0.33,0.0,-0.05,0.06,0.359,0.0,0.118,-0.03,-2.01,-2.21,243.01,-0.75,243.37,,
12,8,136.48,0.11,0.0,-0.09,-0.02,0.122,0.0,0.118,0.037,0.21,1.65,15.56,17.57,0.027,1.78,15.32
12,9,150.19,0.29,0.0,-0.03,0.03,0.316,0.0,0.078,-0.014,1.34,4.21,9.92,10.91,0.016,4.15,9.78
12,10,169.14,0.35,0.0,-0.04,0.03,0.384,0.0,0.109,-0.002,0.57,4.24,-0.96,-0.4,0.001,4.2,-0.85
12,11,181.22,0.35,0.0,0.02,0.03,0.388,0.0,0.035,-0.029,1.23,4.99,-4.97,-5.47,0.001,4.89,-4.74
12,12,197.38,0.35,0.0,0.06,0.03,0.393,0.0,-0.012,-0.046,0.78,4.44,-13.06,-13.93,0.0,4.39,-12.65
12,13,204.63,0.31,0.0,0.05,0.03,0.346,0.0,-0.013,-0.042,1.81,4.83,-12.23,-13.19,0.0,4.76,-11.76
12,14,216.69,-0.35,0.0,-0.11,0.03,-0.351,0.0,0.162,-0.07,0.79,3.42,-16.22,-16.22,0.0,3.49,-15.57
12,15,221.54,0.25,0.0,0.05,-0.03,0.275,0.0,-0.037,0.017,1.9,4.25,-13.0,-14.59,0.0,4.23,-12.45
12,16,230.7,0.25,0.0,0.08,-0.03,0.277,0.0,-0.073,0.008,1.26,3.77,-14.09,-15.02,0.002,3.82,-13.5
12,17,234.84,0.21,0.0,0.06,-0.03,0.23,0.0,-0.057,0.016,1.96,3.68,-10.16,-10.62,0.014,3.7,-9.64
12,18,242.17,0.11,0.0,0.01,0.03,0.119,0.0,-0.005,-0.031,2.21,3.38,-9.42,-8.91,0.008,3.41,-8.97
12,19,244.97,-0.05,0.0,0.01,0.04,-0.052,0.0,-0.011,-0.038,2.1,3.24,-4.14,-3.22,0.012,3.3,-3.77
12,20,250.78,0.0,0.0,0.0,0.04,0.0,0.0,0.0,-0.039,1.39,3.04,-1.89,-0.95,0.018,3.11,-1.6
12,21,252.24,0.11,0.0,-0.04,-0.04,0.12,0.0,0.054,0.048,1.8,3.05,4.72,4.89,0.02,3.24,5.01
12,22,256.93,0.2,0.0,-0.09,0.0,0.218,0.0,0.131,0.028,0.69,2.76,8.11,8.81,0.231,3.17,8.49
12,23,257.88,0.25,0.0,-0.09,0.04,0.27,0.0,0.144,-0.006,-0.35,2.26,15.23,2.72,15.53,,
12,24,261.62,0.28,0.0,-0.05,0.04,0.304,0.0,0.101,-0.017,-0.9,1.85,19.56,2.2,19.61,,
12,25,261.37,0.28,0.0,0.0,0.04,0.306,0.0,0.039,-0.035,-0.95,1.66,27.89,1.92,27.72,,
12,26,264.29,0.29,0.0,0.03,0.04,0.321,0.0,0.006,-0.045,-1.18,1.15,33.03,1.54,32.87,,
12,27,264.25,0.35,0.0,0.1,0.04,0.401,0.0,-0.056,-0.071,-2.7,-0.04,41.14,0.93,41.43,,
12,28,267.12,-0.31,0.0,-0.12,0.04,-0.312,0.0,0.165,-0.077,-2.71,-1.31,46.34,0.81,47.67,,
12,29,263.97,-0.27,0.0,-0.06,0.04,-0.276,0.0,0.09,-0.056,-1.62,-0.08,57.56,0.91,57.64,,
12,30,264.89,0.22,0.0,0.02,0.05,0.241,0.0,0.002,-0.053,-0.82,-0.12,64.72,0.49,64.31,,
12,31,262.16,0.22,0.0,0.03,0.05,0.242,0.0,-0.01,-0.055,-0.77,0.09,75.52,0.77,75.1,,
12,32,262.17,0.22,0.0,0.03,0.05,0.242,0.0,-0.01,-0.055,-0.56,0.31,83.58,1.06,83.15,,
12,33,259.02,0.22,0.0,0.06,-0.05,0.241,0.0,-0.057,0.035,-0.57,0.39,94.8,1.08,94.24,,
12,34,258.89,0.23,0.0,0.1,-0.05,0.255,0.0,-0.104,0.024,-0.55,0.17,103.0,1.32,102.83,,
12,35,255.6,0.22,0.0,0.1,-0.05,0.244,0.0,-0.106,0.025,-0.4,-0.09,114.36,1.11,114.21,,
12,36,254.46,0.33,0.0,-0.01,-0.05,0.365,0.0,0.056,0.062,-0.92,0.19,123.58,1.43,123.43,,
12,37,250.72,0.35,0.0,-0.01,-0.05,0.389,0.0,0.062,0.064,-1.36,-0.07,135.39,1.24,135.29,,
12,38,249.28,0.35,0.0,0.0,-0.05,0.389,0.0,0.049,0.058,-1.26,0.05,144.9,1.27,144.71,,
12,39,245.53,0.35,0.0,0.01,-0.06,0.389,0.0,0.035,0.064,-1.64,-0.59,156.72,0.88,156.79,,
12,40,243.98,0.35,0.0,0.01,-0.06,0.389,0.0,0.035,0.064,-1.56,-0.8,166.34,0.77,166.53,,
12,41,238.9,0.34,0.0,0.0,-0.04,0.376,0.0,0.047,0.048,-1.77,-0.47,179.49,0.4,179.03,,
12,42,236.12,0.34,0.0,0.0,-0.01,0.375,0.0,0.05,0.018,-1.58,0.18,190.34,0.37,189.27,,
12,43,233.13,0.35,0.0,0.03,0.06,0.391,0.0,0.029,-0.062,-2.07,-1.91,201.4,-0.31,201.82,,
12,44,230.79,0.35,0.0,0.04,0.06,0.392,0.0,0.017,-0.066,-2.05,-2.06,211.82,-0.22,212.56,,
12,45,225.96,0.35,0.0,0.04,0.06,0.392,0.0,0.017,-0.066,-2.55,-2.6,224.71,-0.76,225.57,,
12,46,223.25,0.35,0.0,0.04,0.06,0.392,0.0,0.017,-0.066,-2.54,-2.71,235.5,-0.78,236.57,,
12,47,217.85,0.33,0.0,0.02,0.06,0.366,0.0,0.034,-0.059,-2.97,-2.95,248.97,-1.31,249.89,,
13,8,133.77,0.1,0.0,0.12,0.03,0.117,0.0,-0.134,-0.039,-0.59,0.87,25.55,1.11,24.91,,
13,9,149.89,0.21,0.0,-0.05,0.03,0.226,0.0,0.083,-0.015,1.38,3.39,17.5,3.36,16.94,,
13,10,168.9,0.28,0.0,-0.02,0.03,0.305,0.0,0.062,-0.018,1.32,4.04,6.57,6.77,0.019,3.99,6.27
13,11,183.18,0.3,0.0,0.02,0.03,0.331,0.0,0.02,-0.032,1.97,4.86,0.37,-0.06,0.003,4.74,0.25
13,12,199.71,0.31,0.0,0.05,0.03,0.346,0.0,-0.013,-0.042,1.55,4.58,-8.1,-8.92,0.0,4.5,-8.0
13,13,210.69,0.25,0.0,0.02,0.03,0.274,0.0,0.006,-0.033,2.47,4.63,-11.01,-12.21,0.0,4.55,-11.93
13,14,223.56,-0.4,0.0,-0.12,-0.03,-0.392,0.0,0.193,-0.027,-0.29,4.16,-15.81,-17.2,0.0,4.1,-15.47
13,15,231.47,0.2,0.0,0.03,-0.02,0.218,0.0,-0.021,0.014,2.33,3.96,-15.64,-16.85,0.0,3.91,-15.23
13,16,240.88,0.21,0.0,0.05,-0.03,0.23,0.0,-0.045,0.019,1.86,3.78,-16.99,-18.22,0.001,3.76,-16.52
13,17,246.09,0.14,0.0,0.03,-0.03,0.151,0.0,-0.03,0.025,2.61,4.52,-14.12,-15.87,0.014,4.51,-13.66
13,18,255.07,-0.12,0.0,0.03,0.04,-0.124,0.0,-0.03,-0.033,2.27,3.06,-15.03,-14.95,0.02,3.08,-14.57
13,19,258.96,0.05,0.0,0.01,0.04,0.054,0.0,-0.01,-0.04,2.23,3.61,-10.85,-11.06,0.086,3.64,-10.44
13,20,265.42,0.03,0.0,0.0,0.04,0.032,0.0,0.001,-0.039,1.52,3.2,-9.24,-8.53,0.073,3.25,-8.89
13,21,268.23,0.09,0.0,-0.02,-0.04,0.097,0.0,0.027,0.043,2.08,3.55,-3.98,-2.93,0.113,3.63,-3.68
13,22,273.44,0.11,0.0,-0.03,0.04,0.117,0.0,0.043,-0.036,1.87,3.13,-1.11,-0.13,0.175,3.24,-0.89
13,23,275.54,0.22,0.0,-0.08,0.04,0.236,0.0,0.123,-0.015,0.59,3.07,4.86,5.78,0.215,3.34,5.14
13,24,279.7,0.24,0.0,-0.05,0.04,0.259,0.0,0.09,-0.022,0.08,2.59,8.77,9.95,0.331,2.82,8.89
13,25,281.04,0.25,0.0,-0.01,0.04,0.272,0.0,0.044,-0.034,-0.1,2.31,15.5,16.05,0.731,2.48,15.45
13,26,284.33,0.24,0.0,0.02,0.04,0.263,0.0,0.005,-0.043,-0.2,1.74,20.28,21.4,1.472,1.98,20.19
13,27,286.26,-0.31,0.0,-0.12,0.04,-0.312,0.0,0.165,-0.077,-2.1,0.0,26.42,1.51,27.48,,
13,28,289.18,-0.31,0.0,-0.12,0.05,-0.313,0.0,0.164,-0.086,-3.03,-1.05,31.57,0.87,32.93,,
13,29,287.35,-0.27,0.0,-0.09,0.0,-0.271,0.0,0.129,-0.027,-1.88,0.22,41.48,0.98,41.57,,
13,30,288.31,-0.27,0.0,-0.05,-0.05,-0.271,0.0,0.089,0.029,-1.13,0.38,48.59,0.97,48.41,,
13,31,287.16,-0.27,0.0,-0.02,-0.05,-0.274,0.0,0.055,0.037,-0.93,0.28,57.81,0.77,57.43,,
13,32,287.12,-0.27,0.0,-0.02,-0.05,-0.274,0.0,0.055,0.037,-0.59,0.76,65.92,1.31,65.51,,
13,33,285.64,-0.3,0.0,0.04,-0.05,-0.308,0.0,-0.005,0.053,-0.86,0.4,75.47,1.16,75.2,,
13,34,285.62,-0.36,0.0,0.06,-0.05,-0.369,0.0,-0.01,0.058,-1.16,0.26,83.56,1.34,83.55,,
13,35,283.38,-0.38,0.0,0.06,-0.05,-0.388,0.0,-0.004,0.058,-1.12,0.11,93.88,1.22,93.84,,
13,36,282.04,-0.38,0.0,0.03,-0.05,-0.386,0.0,0.027,0.046,-0.64,0.74,103.29,1.64,102.98,,
13,37,278.62,0.41,0.0,0.07,-0.05,0.463,0.0,-0.019,0.023,-1.16,1.28,114.77,1.79,114.05,,
13,38,277.6,0.41,0.0,0.08,-0.06,0.464,0.0,-0.033,0.027,-1.29,1.11,123.87,1.92,123.44,,
13,39,274.62,0.35,0.0,0.04,-0.06,0.39,0.0,-0.004,0.049,-0.99,0.77,134.92,1.74,134.63,,
13,40,273.19,0.35,0.0,0.04,-0.06,0.39,0.0,-0.004,0.049,-0.96,0.56,144.42,1.6,144.22,,
13,41,269.96,0.33,0.0,0.02,-0.06,0.366,0.0,0.016,0.058,-1.09,0.06,155.72,1.27,155.71,,
13,42,267.26,0.34,0.0,0.05,-0.04,0.378,0.0,-0.016,0.024,-1.02,0.72,166.5,1.17,165.77,,
